Gene1,Gene2,label
CTBP2,CCDC150,0
ZNF331,HDAC6,0
DNMT3B,DNMBP,0
SRF,ADNP,1
PRDM1,DENR,0
NR2F1,BMS1,1
GFI1B,NCBP2,1
ZNF207,GATA3,0
ZBTB40,USP15,0
TFAP2A,COPS7B,1
KDM4A,GATA3,1
TFAP2A,TP53,1
POU5F1,GRWD1,1
AR,SECISBP2L,1
TAL1,OPA1,1
CTBP2,GABPA,0
POU5F1,CLTC,1
RYBP,SLC33A1,1
CEBPB,SMG5,1
FOXA2,GSN,1
BACH1,BRD1,0
MXI1,COPS4,0
JMJD1C,CAPS2,1
SIRT6,CTDP1,0
HMGB1,CHD1,0
DCP1A,DCAF10,0
CUL4A,FGD6,0
THAP11,NR5A2,0
ZFP42,HIGD2A,0
ASXL1,VTA1,0
MAX,BNIP1,1
HDAC6,FOXA2,0
FOXH1,CCDC77,1
RNF2,TRIM37,1
CUL4A,CBWD3,0
NR2F1,TP63,0
DMAP1,STRA6,0
TFAP2C,HIST1H4K,0
KAT7,GTF2H2,0
MLLT3,MED23,1
DDX20,EOMES,0
THAP11,RFX5,0
YAP1,NUF2,0
RAD21,MTRNR2L8,1
NR2F2,BRD1,0
KDM1A,ZNF3,1
KDM3A,AP4B1,0
BRD4,ETFDH,1
SOX9,JMJD1C,0
NR2F2,PDE4D,1
WRNIP1,BOLA2B,0
BANP,RPL37,0
KDM3A,KDM2B,1
CHD1,NSL1,1
LEF1,POLR3B,0
AR,MATR3,1
ATF3,NR2F1,1
FOXP1,C12orf73,1
NUP153,ZNF785,0
ZBTB40,OGDH,0
CEBPB,TBL3,1
TCF12,TAF2,1
KDM3A,MAFK,0
DNMT3B,SOCS4,0
JMJD1C,SLC4A2,0
UBTF,AQR,1
ZNF207,KLF5,0
PCGF1,FOXA1,0
TET1,SCAF11,0
TBP,COMMD1,1
NFYC,BCOR,0
YY1,HNRNPH3,1
TAF1,KDM4A,1
PRDM1,TRIM28,0
STAT1,KIAA0895,1
NUP153,FBXO31,0
TP53,TBL1X,1
CTCF,TIGD6,1
HSF1,CBWD6,0
MAX,ETFDH,1
MLLT3,EIF2A,0
NUP98,HINT3,0
NR5A2,MYC,0
SMAD4,FBXO31,1
TP53,SMG7,1
BCOR,GABPA,0
FOXH1,RABGAP1L,0
CTCF,DDX20,1
BRCA1,WDPCP,1
TAF2,SMAD4,0
POU5F1,SMG7,1
ZBTB40,TACC2,0
BCL11A,HSPE1-MOB4,1
BACH1,FAF1,0
TP63,MTRNR2L6,0
RFX5,DPP9,1
NR5A2,RNF141,0
HDAC2,POLR3B,1
KDM5B,CDC73,1
PDX1,SAR1B,1
SMARCA4,PGAP2,1
TCF4,EIF2A,0
NR1H3,GFM2,1
KDM5B,EIF3F,1
SOX17,NOL7,0
NUP98,NSUN6,0
BCOR,HSF1,0
TFAP2C,WDFY2,1
HMGB2,AMOTL2,0
ZBTB40,FAM98B,1
YAP1,GATA4,0
CDC73,SPG11,0
HDAC6,TACC2,0
BRD3,GTF2H1,0
LEF1,FOXA2,0
LEF1,HIST1H4K,0
ASXL1,AHCYL1,0
KAT7,ATF2,0
BANP,HDAC2,0
SOX17,VPS33A,1
EP300,AP3B1,1
SMC1A,BRD2,1
RBM39,PDE4D,0
HAND2,EI24,0
HAND1,YY1,0
E2F6,EIF1AD,1
TBL1X,PCGF1,0
GATA3,WDFY2,1
TEAD4,DNAJC25-GNG10,1
DDX20,KLF5,0
TBP,SRF,1
CREB1,PLEKHM3,1
DDX20,KBTBD6,0
RXRA,EIF2A,1
ZFP42,CATSPERD,1
ZNF589,FAF1,0
CHD1,PAX6,1
NR5A2,KDM2B,0
ZNF3,CBWD6,0
MLLT3,HEY1,0
CHD7,STX16,1
RUVBL1,GTF2H1,0
GTF2F1,HSF1,1
USF1,THAP11,1
BRD2,HEXB,1
EOMES,NMNAT1,0
DNMT3B,NOP14,1
KAT7,DMAP1,0
YAP1,MRPS31,1
BRD1,GTPBP10,0
NR1H3,NMBR,0
SIX5,KIF22,1
SOX2,VTA1,1
SAP30,HINT3,1
PCGF1,EZH2,0
SMAD2,EI24,1
YAP1,HMGXB3,0
DCP1A,TUFM,0
USF2,KDM2B,1
NR1H3,EI24,0
KDM1A,TP53,1
SOX17,SLC33A1,1
EPC1,TRIM28,0
INTS12,BCL11A,1
BRD4,NOL7,1
TAF7,TEAD4,1
MAX,EIF2A,1
NANOG,DDX20,0
ZNF3,MTRNR2L8,0
E2F6,GFM1,1
NUP153,NIPBL,0
TET2,SEC62,1
RXRA,PLEKHM3,1
TFAP2C,COMMD1,1
SP2,PHB2,1
JMJD1C,AMOTL2,0
CTNNB1,C4orf46,0
TEAD4,BACH1,1
CTNNB1,CDK5RAP1,1
AFF1,S100A13,1
FOXM1,EIF1AD,1
BRCA1,DST,1
ASXL1,SESN1,1
TP63,BRD4,1
JMJD1C,PSMA1,1
PRDM1,MAFK,0
TET1,NUP98,0
TFAP2C,PBLD,0
TAF1,CUL4A,1
KDM3A,DTWD1,1
NR1H3,TAF2,1
RBBP5,NBPF1,1
ASXL1,FAM133B,0
NIPBL,AHCYL2,1
BACH1,CCDC124,1
PDX1,DHRS13,1
MYC,KDM5A,1
ZNF207,CTNNB1,1
ZNF207,NANOG,0
ADNP,MTIF2,0
USF2,ADK,1
LEF1,PLEKHM3,0
HMGB1,DHX40,0
NR1H3,TEAD4,0
CDK12,RWDD1,0
HDAC2,FAM120B,1
NRF1,FAF1,1
ZBTB40,SCML1,0
EOMES,TMEM39A,0
PDX1,TAF2,0
ZNF274,COPS4,0
TET1,RPS13,0
CHD2,MIA3,1
CEBPB,NOTCH2,1
ZBTB40,PPIL4,1
FOSL1,SLC25A36,0
GTF2F1,AHCYL2,1
PALB2,BRD3,0
TEAD4,IFRD2,1
FOXP1,BANP,1
ZBTB40,SOX2,0
HAND1,KDM2B,0
YAP1,HAND1,0
FOSL1,CNPY2,0
DDX5,STOML2,0
UBTF,FOXA1,1
EOMES,NMNAT1,0
KLF4,PDE4DIP,1
CTNNB1,EHD3,0
SALL4,BCL11A,0
ASXL1,CBWD5,0
TBL1X,CCDC107,1
SUZ12,RNF2,1
SP2,S100A13,1
HNF1B,SMC1A,0
YAP1,TRIM37,1
AFF1,UCHL3,0
RBM39,EGR1,0
TFAP2C,NR5A2,0
YY1,IPO13,1
OTX2,FOXH1,0
MAFK,ADK,0
DNMT3B,SLC4A2,1
SUZ12,POR,1
SNAI2,ADK,1
TFAP2A,NSL1,1
TET2,ATF3,1
FOXA1,RAD21,1
ZNF3,GNAI2,0
FOXA1,FAM98B,1
MXI1,FOXA1,1
HEY1,PARP2,1
KAT5,SRSF2,0
DNMT3B,RNF2,0
NR2F1,DNAJC6,1
TAF7,NOL11,1
TP53,MAN2C1,1
TET1,MCOLN1,0
ASXL1,PALB2,0
SOX9,RUVBL1,0
CUL4A,METAP1D,0
DDX20,ERLIN2,0
HDAC2,FAF1,1
TP53,KPNB1,1
NANOG,TIGD6,1
DDX20,DDX59,1
MAX,PHTF2,1
GTF2F1,TRMT2A,1
KDM4A,NPAS4,0
DDX20,SLC36A1,0
UBTF,C10orf88,0
BRCA1,TAF1,1
SIRT6,CCDC77,0
SMAD1,KRR1,1
BCL11A,FOXA1,0
ZNF76,CDC25C,0
WRNIP1,E2F6,0
PALB2,ACP2,0
SNAI2,SECISBP2,1
ZNF143,HNF1B,0
PRDM1,GFM1,1
BRD4,DNAJC6,1
TET2,TWISTNB,0
MLLT3,SP2,0
BRD1,HSPH1,0
HMGB2,MAX,0
USF2,CPPED1,1
CREB1,CCDC59,1
HNRNPH1,UBAP2,0
BCL11A,CAB39L,1
BRD4,BFSP1,1
PALB2,ATF3,0
NUP98,NDUFA6,0
KDM2B,NOP14,1
KDM5A,HNF1B,0
ZNF3,RUVBL1,0
TP53,EYA1,1
ATF2,CATSPERD,1
FOS,DDX18,1
LEF1,VTA1,0
HNF1B,SF3A3,1
DDX5,EIF3F,0
AFF1,PSMD3,1
CHD2,GFM1,1
PHF8,SECISBP2L,1
TBL1X,TRIP4,1
ADNP,AP2B1,0
DDX5,ZNF589,0
TET2,RNF219,0
INTS12,MTRNR2L8,0
TFAP2A,PET117,1
SMAD3,ZNF143,1
DMAP1,DNAJC6,0
CTBP2,CEP120,0
DDX5,PCNA,0
RNF2,PDX1,1
JMJD1C,RNF2,0
BANP,IFRD1,1
ZNF3,EHD3,0
TBL1X,SLC35A3,0
GTF2F1,TIMM44,1
JUND,ATF2,1
TET1,SP2,0
PDX1,PIK3R3,0
BCOR,HSPE1-MOB4,1
SOX17,POR,0
BCOR,SAP30,1
RYBP,ZCCHC4,0
SMAD3,BRIX1,1
UBTF,HMGB1,1
CTBP2,USF1,1
NR2F2,DST,1
BRD3,HEY1,0
DNMT3B,CNPY2,0
GFI1B,SLC24A1,1
ATF3,NBPF1,1
NUP98,FAM98B,0
BCL11A,POU5F1,0
CHD1,FAM76A,1
SMAD1,MNAT1,1
STAT1,TRAPPC3,1
SMC3,HINT3,1
GABPA,C6orf89,1
OTX2,LUC7L2,1
ZNF76,ABCA3,0
BRD3,CTBP2,1
SRF,PHTF2,1
KDM5A,SMARCD2,1
BACH1,PPIP5K2,1
SIRT6,TIMM22,0
ZFP42,BRD4,0
KDM3A,HPS5,0
KDM1A,EEF1A1,1
CDC73,SEC31A,0
BRD1,PPIP5K2,1
ASXL1,RAB6A,0
TAL1,NIPBL,1
SIN3A,EP300,1
TAF7,GATA3,0
SOX2,BRCA1,1
SIN3A,HAND1,1
LEF1,NCBP2,0
BRD3,SNRPE,1
NR1H3,WRNIP1,0
YAP1,PBLD,0
BRD1,CACYBP,0
RBPJ,CALM1,1
BRD1,ADNP,0
BRD1,JMJD1C,1
STAT1,NR5A2,0
OTX2,DIAPH1,1
BCOR,RUVBL1,1
RBBP5,NRL,1
SUZ12,HPS5,1
ZNF3,SLC35A3,1
RBM39,TRDMT1,0
PAX7,DNMT3B,0
TBPL1,MCEE,0
NUP153,TIMM44,0
DNMT3B,USP53,1
EP300,RNF2,1
NUP153,MCEE,0
YAP1,RYBP,0
FOXH1,CCDC92,1
RFX5,RGPD2,1
MAFK,GSTCD,1
NUP153,PTPN4,1
PALB2,SP2,0
SIRT6,USP30,0
RXRA,PDE4DIP,0
NR2F2,RPL5,1
TET1,CCDC107,0
WDHD1,SUZ12,0
EOMES,SEC14L1,1
TCF4,CELSR3,0
STAT1,HIST1H4J,0
CTBP2,HPD,0
RBM39,BCL11A,0
DCP1A,DNMBP,0
SP2,SESN1,1
ZBTB40,SOX2,0
EP300,MRPS17,1
PCGF1,HDAC2,0
RYBP,COMMD6,1
INTS12,PAAF1,0
RNF2,CHD1,1
YAP1,FGD6,0
ZNF331,MTF2,1
ZNF589,FAM133B,0
CTNNB1,RANGAP1,0
CHD2,CENPL,1
SMAD4,HAND2,0
BACH1,GFM1,0
CTBP2,KLF4,0
CUL4A,ANAPC13,0
KDM5B,SEC13,1
NR2F2,SEC13,1
TCF4,TP63,0
KAT7,MAFK,0
BCL11A,NUDT15,1
NFYC,DPP9,1
SMC1A,SOX17,0
FOXH1,SMARCA4,0
NR5A2,DNMT3B,0
SALL4,TBP,0
SUZ12,FOXM1,1
EP300,KRR1,1
CREB1,HNF4A,1
HNF1B,MPHOSPH10,1
TCF4,TP53,1
EGR1,UBFD1,1
RXRA,SRSF2,1
CEBPB,KAT5,1
FOXH1,DDX20,0
ZNF207,POLR2J3,0
SMC1A,FAM49B,0
HNF1B,ZNF274,0
CHD7,FASTKD5,1
TBL1X,FAM133B,1
HDAC6,USP15,1
HAND2,G3BP1,0
TET2,NFYC,0
CHD2,HNF4A,0
NR1H3,PRUNE2,0
PDX1,TAF2,0
TAL1,DCAF10,1
FOSL1,ALG3,1
GFI1B,TWISTNB,0
KDM2B,TIMM44,1
RAD21,KDM3A,1
BRD3,NIPBL,1
ZFP42,NOC3L,1
GFI1B,RABGAP1L,1
CTNNB1,MFSD8,0
SIRT6,HSPE1,0
CTCF,HMGXB3,1
PCGF1,PDX1,0
CHD1,ALG10B,1
BRCA1,PAFAH2,1
POU5F1,GTF2F1,1
KLF4,KDM4A,1
CDK12,SP4,0
SMC3,GNAI2,1
ZNF76,CCDC107,1
SOX2,HDAC2,0
SMAD3,TBC1D19,1
BRCA1,SPG11,1
KDM3A,GATA6,0
BCOR,NCBP2,1
UBTF,FBXO31,1
FOXA1,JUND,1
NUP153,PCGF1,0
SAP30,NUP98,1
SRF,CTDP1,1
EGR1,PCGF1,1
HDAC6,DDX59,0
RYBP,SOCS4,1
ZNF274,HNRNPH1,0
EPC1,NSA2,0
KDM1A,LIG4,1
REST,TIMM22,1
INTS12,VTA1,1
DMAP1,PIK3R3,0
YY1,MED23,1
ZFP42,USF2,0
CUL4A,USP30,0
BCL11A,FOXA2,0
TRIM28,STAT1,1
CHD7,THAP11,0
PAX7,SMC1A,0
NR2F2,TEAD4,1
HDAC6,DNMT3B,0
NR5A2,MEST,1
FOS,BOLA2B,0
KLF4,CCDC59,1
SOX17,FOXM1,0
NUP98,INO80C,0
PCBP2,TBC1D19,0
SMAD1,DDX18,1
FOXN3,PTPN4,1
SRF,MATR3,1
WRNIP1,UBAP2,0
ZNF207,PBLD,0
JMJD1C,SLC25A26,0
TCF12,PAAF1,1
TBL1X,PHB2,1
KDM5A,FAM49B,0
KDM3A,MNAT1,1
RFX5,BRD4,0
ZFP42,E2F6,0
LEF1,KDM4A,0
PRDM1,SEC62,0
FOXA1,GATA2,1
E2F6,MRPL24,1
HNRNPH1,UBTF,0
TCF4,SERP1,1
DCP1A,PGBD4,1
TAF2,CTCF,0
SUZ12,DNAJB12,1
NR1H3,ASXL1,0
KDM1A,ZNF331,1
NANOG,TRDMT1,1
ZNF143,IFRD2,1
KLF4,RBM28,1
HNF1B,FAM216A,0
EOMES,SECISBP2L,1
ZFP42,HEY1,1
ZNF143,NFX1,1
FOXN3,CHD9,0
ATF3,BCOR,0
NR2F1,TRIM28,1
WDHD1,ZMPSTE24,1
ZNF76,METTL9,0
NUP153,MPHOSPH10,0
TAF2,AP4B1,0
FOXA1,SNAI2,1
SAP30,GATA4,0
TCF4,SLC24A1,1
HMGB1,RAB6A,0
THAP11,MYC,1
JUND,MRPL44,1
FOSL1,WDR36,1
CUL4A,NRF1,0
RNF2,FRA10AC1,1
SMC1A,NCOA7,1
NR1H3,CEP120,0
GATA3,NMBR,1
JUND,RANBP2,1
PRDM1,POU5F1,0
SMARCA4,CHD2,1
SP1,AMD1,1
HNF1B,NFYC,0
YY1,UBE2B,1
AR,DNAJC11,1
JUN,NBPF1,1
ZBTB40,RNF43,0
AFF1,MRPS31,1
KAT7,RPS7,1
KDM3A,TCF12,1
HDAC2,KCTD5,1
ZNF589,CNPY2,0
CUL4A,TAF7,0
RYBP,DNMBP,0
GABPA,DDX18,1
PRDM1,ZER1,0
NRF1,PPIH,1
ZBTB40,BFSP1,0
DDX20,PARL,0
LEF1,PPIP5K2,0
YY1,POU5F1,0
LEF1,FOXM1,1
PCGF1,HDAC6,0
NANOG,NOTCH2,0
PCBP2,MRPS31,0
KDM1A,PCBP2,1
CTNNB1,HSPD1,0
KAT5,NFYC,0
DDX5,CCDC90B,0
SMC1A,SMC1A,1
PCGF1,SUZ12,0
HDAC6,SIN3A,0
SMAD4,TFAP2C,0
BRD3,FOXH1,0
PDX1,ABCA3,0
MLLT3,COMMD6,0
RYBP,NR5A2,0
JUND,AP2B1,1
RBBP5,YTHDF2,1
TAF2,DARS2,0
PCGF1,HNF4A,0
PRDM1,COX18,1
PALB2,DDX18,0
EGR1,EIF2B3,1
FOXA2,DNAJB9,1
YY1,TEFM,1
KAT7,FAM133B,0
RYBP,TET2,0
DNMT3B,LEF1,0
TRIM28,SEC22C,1
DDX20,RC3H2,0
SMC1A,HEXB,1
KDM5B,SMAD3,1
TFAP2C,NR2F1,1
KDM4A,ZNF207,1
SMAD2,SOD2,1
TCF12,CCDC150,1
LEF1,NFX1,0
SP2,ZNF589,0
KAT7,RBM39,1
USF1,PCBP2,1
SALL4,KDM1A,0
HMGB1,TACO1,0
DCP1A,WWC2,0
MAX,FOXM1,1
LEF1,GOT2,1
TET2,CCDC124,1
CUL4A,CDK12,1
SIRT6,NSUN6,0
AFF1,FEM1A,1
SOX2,HNRNPH1,1
TP53,SP4,1
FOXP1,FOSL1,1
HSF1,KCTD5,1
SMAD4,PHF8,1
TRIM28,WDR11,1
TRIM28,ARL4A,1
HNRNPH1,DCAF11,1
CHD1,NRL,1
HNRNPH1,CAPS2,1
WDHD1,SP4,0
PRDM1,C12orf73,0
E2F6,UBR4,1
CDC73,FAM133B,1
ZNF76,SERP1,0
ATF3,DDX18,1
SIN3A,COMMD2,1
PAX6,KPNB1,0
PRDM1,SLX1A,0
PDX1,BOLA2,0
KDM1A,EXD1,1
CHD2,COX18,1
AFF1,FAM120B,0
BRD3,RRM1,1
NFYC,SOX17,0
BRD1,NANOG,0
FOS,ZFP42,1
DNMT3B,TRIP4,1
YAP1,TRMT2A,0
TP53,RANBP2,1
MLLT3,HNRNPH1,1
PDX1,CDC25C,0
SMC3,MTRNR2L10,0
TAL1,DHRS13,1
TFAP2C,CNPY2,1
ZBTB40,SREK1,1
MYC,PES1,1
ZNF207,SALL4,1
MAX,GSN,1
ZFP91,PARL,0
TP63,DCLRE1B,1
BANP,LUC7L2,1
AFF1,SLC25A36,1
DDX20,SLC25A26,0
EGR1,CHD7,1
FOXH1,SNRPE,0
HAND2,RNF141,0
GATA6,CCDC88A,1
E2F6,HMGB2,1
ZFP91,HIST1H4J,0
KDM4A,PCBP2,1
RYBP,TFAP2C,0
CTBP2,DSTYK,0
HEY1,PDRG1,0
MAX,CDC73,1
WRNIP1,LRRC37A3,0
RBM39,MXI1,0
KAT5,G3BP1,0
CUL4A,KLF4,0
STAT3,EP300,1
TAF1,NUP98,1
EOMES,IFRD2,1
JMJD1C,UCHL1,0
CDC73,ERLIN2,0
BACH1,NUP107,0
TAL1,SOX9,0
ZFP42,NDUFA6,0
TCF4,CENPL,0
NR5A2,PSMF1,0
BANP,SOCS4,0
SRF,DNMT3B,1
SNAI2,TCF4,1
HDAC6,BANP,0
NUP153,HPD,0
ZNF143,NBPF1,1
PDX1,SMAD1,0
OTX2,EIF2B1,1
TBP,RAD21,1
SOX17,PET117,0
KDM2B,ZNF3,1
TAL1,NR2F1,1
ZNF589,CELSR3,0
HDAC6,CUL4A,0
ZNF589,GSTCD,0
REST,KLF4,1
HAND2,CPPED1,0
HSF1,POU5F1,0
FOSL1,NSL1,1
ZFP42,COPS2,0
CDK12,CREB1,0
TBPL1,NFX1,0
DDX20,CEBPB,0
NRF1,EIF2B1,1
TET1,B3GALNT2,1
CHD2,SPECC1,1
HMGB1,CHD2,0
BCOR,DDX5,1
HMGB1,DDX20,0
TP63,CBWD5,0
USF1,IGHMBP2,1
AR,MAPK1IP1L,1
NRF1,NANOG,0
CUL4A,UBB,0
PAX7,MTRNR2L2,1
RBM39,CCNL1,0
FOXN3,CAMLG,0
ZNF207,GATA4,0
LEF1,TAF7,0
TET1,PPIP5K2,0
RBM39,CUL4A,0
ZBTB40,FOXM1,0
NIPBL,ZFP42,0
PRDM1,TFAP2C,0
BRCA1,WWOX,1
NRF1,NMNAT1,1
OTX2,DDX59,1
LEF1,RRM1,0
INTS12,MTIF2,0
ZNF76,AQR,0
ZFP42,NUP153,1
PDX1,GTF2F1,0
GATA6,SUZ12,0
DCP1A,MATR3,1
ZNF274,EIF3F,0
HAND2,SMAD4,0
SMAD4,TMEM41A,1
SOX2,PLS1,0
KDM4A,GPN3,1
SMC3,HMGB1,1
BCL11A,DHX40,0
SMC1A,DNMT3B,1
DNMT3B,EI24,0
DDX5,MRPS23,0
ZBTB40,STEAP2,0
GTF2F1,SLC36A1,1
SOX2,ZNF76,0
MXI1,DPP9,1
FOXA1,RPL27,1
BCOR,TFAP2A,0
FOSL1,UBFD1,0
BRCA1,HDAC6,1
SRF,HINT3,1
GATA4,NME1,1
CUL4A,KLF5,0
GATA6,STAT1,1
KDM5A,RNF219,0
DMAP1,MRPS23,0
HNRNPH1,DTWD1,0
BACH1,EI24,1
TBPL1,GATA6,0
ZFP42,TEAD4,0
CUL4A,PAFAH2,1
RAD21,SNRPB2,1
ZBTB40,TWISTNB,0
PALB2,COPS7B,0
CDK12,DCAF10,0
NR5A2,OGDH,0
TFAP2A,UBOX5,1
RBM39,CDC73,0
KAT5,MTRNR2L2,0
GATA6,KDM4A,1
SOX2,AHCY,0
SAP30,KDM5A,1
NFYC,SLX1A,0
FOS,HIST1H4C,0
KDM5A,EFCAB7,1
KDM5A,KDM3A,0
HDAC2,NCOA7,1
PALB2,KRR1,0
NR2F1,CBWD6,0
LEF1,PCGF1,1
CTCF,DSTYK,1
TRIM28,PPIH,1
KAT7,HSP90AB1,0
EPC1,CDKL3,1
DMAP1,DDX18,1
PRDM1,TRDMT1,1
KDM1A,DDX5,1
GFI1B,FOXJ3,0
BCL11A,LAMP1,1
KAT7,NRL,0
TAL1,NR5A2,1
CHD2,PLK3,1
KDM5A,HIST1H4J,0
CDK12,AP2B1,0
SNAI2,CCDC90B,0
KDM5B,FOSL1,1
USF1,FAM98B,1
RBM39,HNRNPH1,0
ZNF207,CBWD3,0
CUL4A,TACO1,0
FOXN3,AQR,1
TAL1,NPAS4,1
HNF1B,RIF1,0
INTS12,WWC2,0
TFAP2C,HDAC6,1
HDAC6,DNMBP,0
KLF5,RGPD2,0
SOX17,DNAJB9,0
KLF5,POLR3B,1
ZNF207,ATAD2,1
NUP98,EIF2B3,1
TET1,DNMBP,0
TAF1,MRPS23,1
CUL4A,NOC3L,0
ZNF3,DMAP1,0
GFI1B,CCNC,1
NRF1,UBR4,1
MXI1,CTDP1,1
KAT7,ARL4A,0
CHD7,GFM1,1
PAX6,ADK,0
MAFK,RBPJ,1
ZBTB40,TAL1,0
RYBP,ZMPSTE24,0
USF2,PHTF2,1
GATA6,CCNL1,1
JUND,COPS4,1
DNMT3B,BANF1,1
NIPBL,HMGB2,1
CHD7,CTCF,0
KAT5,NR2F2,0
ZNF143,CHD2,1
BANP,MRPS23,0
SUZ12,EI24,1
BRD1,GTF2H2,0
SMC1A,HAND2,0
RAD21,MIA3,1
TFAP2A,FGD6,1
TRIM28,CHD2,1
SP1,CEBPB,1
YAP1,PGAP2,0
KDM2B,ERLIN2,1
SALL4,EIF2A,0
DDX5,POR,0
KDM4A,IPO13,1
NUP98,ADNP,1
SOX9,CPPED1,0
NUP98,NOC3L,0
KAT7,PPP1R12B,0
PRDM1,SLC36A1,0
PRDM1,MXI1,1
YY1,GSTA4,1
SIRT6,SESN1,0
RBBP5,MIA3,1
EOMES,RPS7,0
KDM1A,ZBTB40,1
DDX20,FGD6,1
TAF2,CHD1,0
ZFP42,ABCA3,0
SP1,CATSPERD,1
SRF,TATDN3,1
ZBTB40,GATA6,0
BRD1,TEAD4,1
PCGF1,KDM2B,0
PCBP2,GFI1B,1
PHB2,UBTF,1
KDM2B,MTRNR2L8,1
YAP1,ABCA3,0
KDM5B,SSBP1,1
HEY1,NOC3L,1
UBTF,PRDM1,1
SIRT6,FBXO31,0
TP63,SOX9,1
TBL1X,CPPED1,1
KAT5,DNAJC25-GNG10,0
HDAC6,CBWD3,0
KLF5,AMOTL2,1
RFX5,WDPCP,0
SMC3,HIST1H4J,0
PAX7,VTA1,0
UBTF,WDFY2,0
NUP153,SMC3,0
UBTF,HNRNPH3,0
UBTF,MTRNR2L10,0
NR5A2,ACP2,0
GATA3,NANOG,0
HDAC2,DDX20,1
EPC1,NOL11,0
GATA4,NPAS4,0
NR1H3,DNAJB9,1
PRDM1,AMOTL2,0
CHD7,MRPL21,1
TET1,BNIP1,0
UBTF,DHX40,1
SOX17,WRNIP1,0
ZNF3,PES1,0
GTF2F1,RAD1,1
DDX5,KRR1,0
YY1,PGBD4,1
SMARCA4,CAMLG,1
NUP98,S100A13,0
WRNIP1,RWDD1,0
TFAP2A,HMGB2,1
NUP98,MAFK,0
UBTF,SUGT1,1
RFX5,AMD1,1
SMC3,U2SURP,1
RNF2,AFF1,1
SMC1A,GSTCD,1
HAND2,DCAF10,0
EZH2,MCOLN1,1
SMAD4,SRSF2,1
JMJD1C,SF3B5,1
HAND1,C12orf73,0
RYBP,UBTF,0
JUND,CCNT1,1
HAND2,DDX18,0
DDX5,JUND,1
PALB2,HSPA9,0
MAFK,PCGF1,1
NR5A2,CBWD5,0
DCP1A,ABCA3,0
MYC,NOTCH2,1
CDC73,EEF1A1,0
NR5A2,SNAPC5,1
ZNF207,FGD6,1
POU5F1,GALK2,1
SOX2,NR5A2,1
HEY1,TBC1D22A,1
KDM5A,SMAD3,0
FOS,LUC7L2,1
NR5A2,RPS7,0
E2F6,SOX9,1
SMC1A,RNF219,0
KLF4,FAM76A,1
KLF4,SAP30,1
ZNF207,C6orf89,0
DDX5,CCNL1,1
UBTF,FOXN3,1
TAF2,AP4B1,0
ZFP42,HIGD2A,0
NR5A2,IFRD2,1
GTF2F1,COX16,1
MXI1,S100A13,0
SOX2,NDUFS3,1
SNAI2,SPECC1,1
BANP,RPL37,0
SOX17,HINT3,0
SRF,BOLA2,1
TAF7,MRPL39,1
HNF1B,ADNP,0
STAT3,HSPD1,1
FOXH1,VTA1,0
SOX17,UBR4,0
SIX5,CTDP1,1
PALB2,TEAD4,0
DCP1A,PICALM,0
TCF12,WDPCP,1
SOX2,NR2F1,1
ZNF3,USP15,0
SMAD3,RABGAP1L,1
SMC1A,PICALM,0
JUN,EIF1AD,1
SIX5,NPAS4,0
TBP,PBLD,1
E2F6,FOXN3,1
ASXL1,TRIM37,0
EOMES,HSPE1-MOB4,0
SP4,SEC13,1
BRCA1,ACP2,1
BRD1,DENR,0
POU5F1,PALB2,1
TEAD4,HNF1B,0
ATF3,AQR,1
TEAD4,ZBTB40,1
GFI1B,KDM1A,1
KDM3A,UBAP2,0
DDX20,CAPS2,0
TAL1,RGPD2,0
KDM1A,RAB37,1
WRNIP1,EYA1,0
FOXP1,GATA6,1
GTF2F1,HELQ,1
SUZ12,SNRPE,1
GATA4,SLX1A,0
FOXA1,MTRNR2L6,0
RFX5,GTF2H2C,0
TFAP2C,CCNC,1
NIPBL,IFRD2,1
RYBP,SP2,0
MAFK,DNMT3B,0
RNF2,TEFM,1
FOS,THAP2,1
KDM1A,GTF2H1,1
TP53,TET1,1
ZBTB40,SMAD2,0
KDM3A,CCDC90B,0
BCOR,GABPA,0
RBPJ,GPN3,1
RNF2,HSP90AB1,1
SALL4,ALG3,0
TAL1,WWOX,1
SMARCA4,RANGAP1,1
RYBP,PICALM,0
HAND2,ATF2,0
PAX7,DMAP1,0
SMAD1,AP3B1,1
GATA6,EIF2B3,1
HMGB1,AQR,0
NUP153,KBTBD4,0
ASXL1,SMC3,0
DMAP1,AMD1,1
RYBP,PRDM1,0
TAF2,GEMIN7,0
HEY1,NBPF1,1
CTNNB1,WDPCP,0
PAX7,RABGAP1L,0
CHD7,C6orf89,0
CTNNB1,ZBTB40,1
BACH1,RPS7,0
KLF5,PARK7,1
KDM4A,CALM1,1
MLLT3,FOSL1,0
RYBP,EXD2,1
NR2F1,STAT1,1
WRNIP1,DNAJB9,0
FOS,RBM28,1
GFI1B,AP3S2,0
HDAC6,GABPA,1
PALB2,AMOTL2,0
INTS12,INO80C,1
PALB2,UBTF,1
RXRA,ZFP42,1
HEY1,PCID2,1
CHD2,STRA6,1
SMAD1,CGGBP1,1
OTX2,SNRPB2,1
SOX9,CCDC88A,1
GATA4,NUP153,1
CTNNB1,DNAJB9,0
CTNNB1,COX18,0
ZBTB40,YY1,1
PCGF1,EARS2,0
SOX9,WWOX,0
HMGB1,ZMPSTE24,0
KDM1A,HIST1H4J,0
