Name.TF,Name.Target,label
Arid1a,Shmt1,1
Runx1,Mfhas1,1
Wt1,Cul1,1
Nrf1,Pmp22,1
Esr1,Fmnl2,1
Zic3,Vim,1
Atrx,Celf2,1
Smc3,Eef1d,1
Eed,St8sia6,1
Tet1,Tgfbrap1,1
Onecut2,Slc35f1,1
Hnf4a,Satb2,1
Six4,Tet3,1
Dpy30,Sox11,1
Sim2,Cpsf4l,1
Tead4,Vash2,1
Smad4,Pde4dip,1
Maf,Per1,1
Fli1,Rnf130,1
Hoxb4,Rab30,1
Onecut2,Rgs7,1
Foxp1,Vezt,1
Zeb1,Chd5,1
Nrf1,Fam53b,1
Satb1,Nle1,1
Gata3,Usp28,1
Stat6,Tmem43,1
Nipbl,Tob1,1
Nipbl,Bcl6,1
E2f1,Nrp2,1
Dpy30,Actn1,1
Rest,Lif,1
Irf4,Fgfr1,1
Junb,Irx5,1
Rad21,Gfra1,1
Rela,Dusp4,1
Stat5a,Fbxl7,1
Ar,Satb1,1
Rnf2,Dlx6,1
Rora,Met,1
Rnf2,Cbx8,1
Tcf3,Pum1,1
Tbl1x,Ggt7,1
Mef2c,Tulp4,1
Klf4,Srsf1,1
Lmnb1,Esrp1,1
Med12,Hic1,1
Nanog,Fbxo43,1
Nr6a1,Zfp697,1
Ebf2,Sox11,1
Kdm3a,Hspe1,1
Mef2c,Celf2,1
Ep300,Rnf165,1
Arid3a,Gap43,1
Setdb1,Ptma,1
Hand2,Dixdc1,1
Vdr,Rassf1,1
Foxp1,Srsf2,1
Smad1,Liph,1
Tcf7l2,Zhx2,1
Erg,Jag1,1
Dpy30,Zmiz1,1
Sox2,Pip4k2a,1
Six2,Dhrs3,1
Six2,Rab11fip5,1
Tbx3,Nckap5,1
Max,Stag2,1
Ar,Cald1,1
Elf5,Gadd45b,1
Ncor1,Lrrc41,1
Esrrb,Med12l,1
Nanog,Myt1l,1
Ascl1,Zbtb2,1
Tgif1,Skiv2l,1
Hand2,Mme,1
Smad4,Igf2bp3,1
Smad3,Tead2,1
Hoxd11,Mtf2,1
Ezh2,Rnf130,1
Hoxa9,Sema6c,1
Myc,Tsc22d3,1
Ets1,Pdgfa,1
Arntl,Ccne1,1
Usf2,Rnf11,1
Rad21,Fam81a,1
Insm1,Rfx2,1
Nr1d1,Rb1,1
Zbtb17,Flii,1
Smad3,Pcolce,1
Rxra,Lgi1,1
Elf4,Tulp4,1
Kdm5b,Pax6,1
Zic1,Zfp62,1
Hoxb4,Gna13,1
Mxi1,Efna1,1
Nrf1,Rbm47,1
Nr6a1,Mtx3,1
Suz12,Dab1,1
Irf4,Lhx2,1
E2f1,Phf21a,1
Zic2,Lasp1,1
Stat1,Ebf3,1
Smc3,Eif5a,1
Twist2,Pik3r1,1
Gata2,Acvr1,1
Mtf2,Tox,1
Tbl1x,Prkaca,1
Stat5a,Pcolce,1
Tbx21,Fkbp5,1
Klf3,Prrx2,1
Bmi1,Socs2,1
Ctcf,Rnf157,1
Esrrb,Tgfb2,1
Atf3,Atf5,1
Irf3,Tpm1,1
Cebpb,Cacna1c,1
Rnf2,Acvr1,1
Stat4,Usp28,1
Taf1,Setd1a,1
Gata3,Pcyt1b,1
Ets1,Vim,1
Elf4,Gramd1a,1
Plagl1,Dnmt3b,1
Rara,Tpm2,1
Ehf,Mfhas1,1
Tgif1,Gata3,1
Nfe2l2,Nab2,1
Setdb1,Mmgt2,1
Pparg,Alx1,1
Rbpj,Mark2,1
Creb1,Dynll2,1
Stat3,Ttc7b,1
Fli1,Slc35f4,1
Smc1a,Dyrk2,1
Mycn,Nfil3,1
Jund,Slc25a12,1
Smad4,Nova2,1
Ncor1,Hrh2,1
Atrx,Rassf1,1
Jun,Vars2,1
Pax6,Chd4,1
Smad2,Gata2,1
Elf4,Stk24,1
Insm1,Ppp2r2c,1
Tgif1,Hmgb1,1
Klf4,Ccdc141,1
Esrrb,Megf11,1
Usf2,Smad4,1
Runx2,Itpka,1
Msx1,Gfra1,1
Stat3,Egr1,1
Bcl6,Perp,1
Pbx1,Frmd4a,1
Nr1d1,Copz2,1
Sall4,Sall4,1
Atrx,Nipbl,1
Nrf1,Tpm3,1
Med1,Sirt1,1
Stat6,Zmym3,1
Nanog,Mllt3,1
Erg,Arid2,1
Tcf3,Rbpms2,1
Etv4,Gfod1,1
Atf2,Meis1,1
Zbtb17,Acvr2b,1
Junb,Tmem200a,1
Vdr,Ubr3,1
Ebf2,Bnc1,1
Cbfb,6430550D23Rik,1
Tcf3,Npr3,1
Tet1,Lrrc8d,1
Smc1a,Hoxa3,1
Gata2,Gm14137,1
Runx1,Lrtm1,1
Jun,Purb,1
Cebpb,Hoxc6,1
Elf5,Dpf3,1
Med1,Kctd10,1
Cebpa,Arf5,1
Dlx5,Cdk2ap1,1
Mafg,Rlim,1
Ncor1,Lpp,1
Tbx3,Ltbr,1
Smad3,Sntb2,1
Ar,Mier1,1
Insm1,Mrc2,1
Cebpb,Acsl3,1
Fli1,Lrrc41,1
Tbl1x,Rhobtb1,1
Creb1,Ghr,1
Foxp3,Zbtb25,1
Irf8,Pip4k2b,1
Usf2,Eif4ebp1,1
Grhl2,Aldh7a1,1
Med1,Hoxc13,1
Ebf2,Rdh10,1
Dlx3,Ube2g1,1
Erg,Tiam2,1
Erg,Prpf19,1
Prdm5,Col4a2,1
Ebf1,Ets1,1
Smc1a,Raly,1
Six4,Npy,1
Hnf4a,Cav1,1
Wt1,Klhl29,1
Esr1,Ier5l,1
Elf4,Stat3,1
Ascl1,Zbtb38,1
Elf5,Fgfr1,1
Hnf4a,Dnmt3a,1
Smc3,Lrrc4,1
Irf1,Eef1d,1
Sox9,Trim56,1
Stat5a,Id4,1
Tcf12,Spag9,1
Pparg,Kcnh3,1
Irf8,Phldb1,1
Tbx6,Bmpr1b,1
Nfatc1,Zbtb7b,1
Cebpb,Hoxb4,1
Tgif1,Snd1,1
Srf,Igfbp4,1
Rxra,Lax1,1
Ezh2,Dio3,1
Runx2,Onecut3,1
Nrf1,Usp15,1
Klf4,Adamts1,1
Pbx1,Copz2,1
Esr1,Sp5,1
Fos,Col4a2,1
Fosl2,Mlec,1
Nanog,Uqcrh,1
Prdm1,Triobp,1
Rad21,Dusp10,1
Batf,Foxk1,1
Ncor1,Tgfbr1,1
Cebpb,Ggt7,1
Zeb1,Dlx5,1
Lmnb1,Fam78b,1
Kdm3a,Trip12,1
Snai2,Cenpb,1
Sall4,Cav1,1
Nr1d1,Ctnnd1,1
Klf4,Mafb,1
Stat6,Ptp4a3,1
Ehf,Lypla2,1
Runx1,Ptprd,1
Gata3,Hipk2,1
Pou5f1,Zbtb10,1
Meis1,Cstad,1
Isx,Zswim5,1
Chd4,Rab22a,1
Irf5,Zfp292,1
Med1,Slc44a1,1
Bhlhe40,Rtf1,1
Gata2,Pigv,1
Trim28,Snai1,1
Utf1,Akt3,1
Nkx2-1,Arhgef17,1
Dpy30,Phactr1,1
Arntl,Vezt,1
Isx,Elavl4,1
Srf,Pacs2,1
Pou5f1,Shank2,1
Arid3a,Egfl7,1
Fli1,Itgb6,1
Klf5,Eif4g1,1
Myc,Gadd45b,1
Nr5a2,Phlda3,1
Smarca4,Anp32b,1
Usf2,Cav1,1
Rfx3,Rarg,1
Irf8,Sgk1,1
Tbp,Lsm14a,1
Mafk,Ubap2l,1
Erg,Prickle2,1
Erg,Klf4,1
Nr5a2,Scn1b,1
Rfx3,Pik3c2b,1
Myc,Tmeff2,1
Hnf1a,Lcorl,1
Nanog,Nrp2,1
Jun,Dtd1,1
Foxg1,Fosb,1
Pgr,Glipr2,1
Onecut2,Msl1,1
Rarb,Phf21a,1
Srf,Actn1,1
Prdm14,Camk2b,1
Irf4,Zdhhc2,1
Tbx3,Zfp697,1
Creb1,Prok2,1
Creb1,Dnmt3a,1
Smad2,Lif,1
Atf7,Rora,1
Foxo3,Pitpna,1
Purb,Cldn4,1
Runx2,Bmp2,1
Nanog,Rbm39,1
Arnt2,Pum1,1
Hnf4a,Map3k12,1
Sox9,Cav1,1
Dnmt3b,Trip12,1
Rest,Cstad,1
Nipbl,Tle4,1
E2f1,Ube2g1,1
Smc3,Gap43,1
Ubtf,Ubap2l,1
Med12,Nlk,1
Trim28,Rapgef3,1
Smad2,Rnf157,1
Arntl,Lrrc8d,1
Lmnb1,Pcsk6,1
Smc1a,Kirrel2,1
Cebpb,Tab2,1
Shox2,Zbtb2,1
Aff3,Abi3,1
Usf2,Klf3,1
Nr4a1,Smad4,1
Tead4,Onecut2,1
Pparg,Hbp1,1
Aff3,Maff,1
E2f3,Pcdh10,1
Hdac2,Mitf,1
Etv4,Notch4,1
Smad1,Smad6,1
Smc3,Socs2,1
Etv4,Rrbp1,1
Prdm1,Brsk2,1
Rela,Otx1,1
Taf12,Nedd9,1
Lhx2,Timm50,1
Ctcf,Igf1r,1
Bhlhe40,Ttn,1
Utf1,Glis3,1
Meis1,Hmgb1,1
Hes1,Dlg1,1
Nr6a1,Usp46,1
Foxo3,Hs3st3b1,1
Gata3,Rab11fip5,1
Hnf1a,Gpc1,1
Tead1,Pip4k2b,1
Lef1,Inpp5a,1
Sim2,Rab34,1
Myb,Ddit3,1
Klf5,Ddx17,1
Tbx3,Ybx1,1
Nanog,Tead2,1
Bhlhe40,Hoxc10,1
Kdm4c,Hmgn5,1
Zfp57,Ssbp3,1
Smad2,Cdyl2,1
Tead1,Cabp1,1
Arntl,Igfbp4,1
Ep300,Fam78b,1
Suz12,Ndrg1,1
Pou3f2,Inca1,1
Utf1,Sertad2,1
Kdm4c,Nab2,1
Hnf4a,Pkdcc,1
Nanog,Bcl9l,1
Rara,Maff,1
Stat6,Sumo3,1
Rarb,Pip4k2b,1
Tbp,Elavl3,1
Nr1d1,Gnl3,1
Bach2,Tox,1
Klf4,Klf4,1
Nr4a1,Fgf20,1
Klf4,Eno3,1
Myc,Shb,1
Atf4,Rin3,1
Pparg,Slc22a23,1
Smad7,Col5a1,1
Purb,Xpnpep1,1
Ezh2,Sim2,1
Tead4,Tshz1,1
Sox2,Suz12,1
Zeb1,Slc25a12,1
Six4,Ptp4a2,1
Ncor1,Chtf8,1
Esrrb,Fblim1,1
Sox2,Mfsd6,1
Zic2,Nsg2,1
Rfx3,Xkr4,1
Cebpb,Enpp2,1
Hnf1a,Ntrk3,1
Batf,Reep3,1
Sall4,Brsk1,1
Runx2,Cntrob,1
Mycn,Chmp4b,1
Tbp,Ubr3,1
Tbx6,Macrod2,1
Gtf3c1,Mgat4c,1
Smarca4,Klhdc3,1
Kdm3a,Ccnd3,1
Bach2,Mgat3,1
Nipbl,Podn,1
Stat3,Lmcd1,1
Ovol2,Matr3,1
Myc,Astn2,1
Stat4,Dynll2,1
Stat3,Abhd2,1
Atf3,Qser1,1
Tet1,Tgfb1,1
Zic2,Brd1,1
Cebpa,Hoxc5,1
Arntl,Hoxd3,1
Arntl,Etv6,1
Pgr,Pkp4,1
Rbpj,Rtn4,1
Pou5f1,Fzd8,1
Nr6a1,Ttc28,1
Satb1,Cdkn1c,1
Tead4,Sgk1,1
Rnf2,Purb,1
Meis1,Pim2,1
Gata3,Csrp1,1
Rara,Zbtb7c,1
Tbx3,Stag3,1
Smad4,Sash1,1
Setdb1,Fbxl19,1
Nr1d1,Satb1,1
Usf2,Shf,1
Tbp,Actn3,1
Klf3,Ubr3,1
Atrx,Csrp1,1
Ncor1,Igfbp4,1
Onecut2,Rbms1,1
Sox2,Hhip,1
Klf3,Six4,1
Clock,Dlg1,1
Klf4,Phc2,1
Cebpa,Frat1,1
Irf4,Anks1b,1
Rbpj,Plxnd1,1
Ep300,Ppp3cb,1
Otx2,Itpr3,1
Rarb,Ntrk2,1
Fli1,Slc20a2,1
Stat1,Bmp2,1
Foxp1,Bbx,1
Nr6a1,Rtkn,1
Irf3,Srsf6,1
Tet1,Ddc,1
Stat6,Pstpip2,1
Tbl1x,Ing3,1
Gata2,Myocd,1
Otx2,Bend5,1
Bmi1,Bnc1,1
Stat3,Vezt,1
Elf4,Tmem43,1
Nr1d1,Cfl1,1
Fosl1,Lpar4,1
Jund,Ankrd34a,1
Mtf2,Cabp7,1
Tbp,Nova2,1
Tbp,Jakmip2,1
Ebf1,Skiv2l,1
Six2,Nphs1,1
Rbpj,Rcc2,1
Sox4,Stag3,1
Runx2,Gpr27,1
Dpy30,Sema6c,1
Atf2,Zdhhc9,1
Batf,Ddx21,1
Dppa2,Camk2a,1
Six2,Mks1,1
Klf4,Cldn7,1
Ep300,Atf5,1
Creb1,Plcd1,1
Hoxd11,Per2,1
Zic2,Lypd4,1
Trim28,Atxn7l1,1
Esrrb,Camta1,1
Mllt3,Spred1,1
Fli1,Rnd3,1
Jun,Arhgef17,1
Fli1,Per2,1
Stat3,Hivep2,1
Irf8,Obsl1,1
Dpy30,Grb10,1
Grhl2,Nlk,1
Fosb,Bcl6,1
Nanog,Gna14,1
Zic2,Zbtb34,1
Tcf7l2,Rora,1
Ebf2,Zdhhc2,1
Prdm5,Cdh3,1
Hand2,Tcf4,1
Ebf2,Phf2,1
Hnf1a,Mt4,1
Jund,Ptch1,1
Rfx3,Nova1,1
Nr4a1,Inha,1
Hnf4a,Hoxa10,1
Lhx2,Ctnnb1,1
Rest,Vcp,1
Elf5,Socs3,1
Rnf2,Lrrfip1,1
Esr2,Maf,1
Irf1,Cntrob,1
Nfe2l2,Ak4,1
Six2,Sirt1,1
Btaf1,Aldh7a1,1
Fli1,Nck2,1
Setdb1,Hs3st3b1,1
Ascl1,Celsr1,1
Prdm5,Ap1s1,1
Etv5,Pcbp4,1
Nkx2-1,Rorc,1
Batf,Asxl1,1
Rnf2,Kat5,1
Dmap1,Msc,1
Prdm1,Hes1,1
Suz12,Lrrc8e,1
Irf1,Setd1a,1
Ebf1,Eno3,1
Aire,Dusp5,1
Pparg,Lif,1
Tead2,Ets1,1
Wt1,Anp32b,1
Klf3,Ltbr,1
Pax3,Asxl1,1
Erg,Mmd,1
Nrf1,Ccne1,1
Arntl,Tnpo1,1
Dnmt3b,Myh9,1
Isx,Gnai2,1
Vdr,Ebf1,1
Rara,Bend5,1
Klf4,Gpr27,1
Ets1,Nav1,1
Etv5,Podn,1
Lmo2,Il11,1
Hnf1a,Arfgef1,1
Tbl1x,Kit,1
Six4,Dab2ip,1
Ezh2,Chmp4b,1
Zbtb17,Atf2,1
Sox6,Sumo3,1
Smc3,Tnpo1,1
Srf,Gprc5c,1
Nipbl,Pdzk1,1
Tet1,Crtac1,1
Zfp57,Rnf19b,1
Hoxb4,Rufy3,1
Rbpj,Prkg1,1
Fosl1,Cdk14,1
Shox2,Cacnb1,1
Ctcf,Hoxc13,1
Med12,Jazf1,1
Plagl1,Ghr,1
Rest,Gna13,1
Nanog,Egfl6,1
Stat3,Prok2,1
Irf4,Mov10,1
Arntl,Yes1,1
Rcor2,Akt3,1
Tbx6,Hspa12b,1
Erg,Maff,1
Foxp3,Sez6,1
Otx2,Dmrta2,1
Irf4,Prkaca,1
Ahr,Anp32e,1
Meis1,Trpm3,1
Irf8,Ptch2,1
Mxi1,Acsf2,1
Pax3,Id3,1
Smc3,Lgi1,1
Foxp3,Plxnd1,1
Gata3,Fbxl19,1
Xbp1,Sae1,1
Tcf3,Kdm3b,1
Ezh2,Ppp1r14b,1
Nfatc1,Cdkn1c,1
Rad21,Bud13,1
Bhlhe40,Ccnd3,1
Fosl1,Fbln5,1
Rora,Cald1,1
Erg,Sox12,1
Prdm1,Wnt2b,1
Stat3,Tshz1,1
Med1,Ptprm,1
Six2,Rcan2,1
Ebf2,Ndufa4l2,1
Atf2,Snd1,1
Irf5,Prkag1,1
Tcf3,Bud13,1
Esrrb,Mov10,1
Nrf1,Rims2,1
Myt1l,Nfkbiz,1
Myc,Mreg,1
Jund,Pde4b,1
Stat5a,Bahd1,1
Arnt2,Rnf26,1
Atf2,Hoxb4,1
Ets1,Ctnnd1,1
Nr1d1,Rhobtb1,1
Nr6a1,Fkbp10,1
Wt1,Rb1,1
Arnt2,Ghr,1
Stat3,Sae1,1
Irf4,Hsph1,1
Nr4a1,Nefl,1
Nanog,Parm1,1
Tead1,Fkbp5,1
Prdm1,Hsp90ab1,1
Kdm4c,Rimklb,1
Ar,Ube2b,1
Ctcf,Adcy2,1
Dpy30,Ccne2,1
Cebpa,Hspe1,1
Hes1,Farp1,1
Irf4,Zbtb25,1
Myc,Atxn1,1
Tet1,Fndc1,1
Rad21,Nap1l1,1
Btaf1,Efnb2,1
Tcf12,Cdk17,1
Ebf1,Dusp4,1
Usf2,Prkag1,1
Sox2,Acsf2,1
Ets1,Edn2,1
Gata2,Stag3,1
Irf8,Rnf130,1
Cebpb,Perp,1
Zic2,Fhl1,1
Tcf12,Aspscr1,1
Tbp,Ncoa7,1
Runx2,Cdh17,1
Pparg,Fosb,1
Ncor1,Ptprm,1
Taf12,Skiv2l,1
Ebf1,Mbp,1
Tead4,Ric8b,1
Rela,Kdm4c,1
Gata2,Chst15,1
Elf1,Dyrk1a,1
Ebf2,Zswim6,1
Ascl2,Vegfa,1
Atf7,Hsph1,1
Shox2,Fzd5,1
Smc1a,Arhgap29,1
Ebf2,Brd4,1
Cebpa,Camk2b,1
Tbx3,Fgf18,1
Runx1,Tspan14,1
Arid3a,Irf2,1
Kdm4c,Fbxo36,1
Zeb1,Basp1,1
Egr1,Ppp3cb,1
Rxra,Camkv,1
Batf,Zswim5,1
Jund,Il4,1
Isx,Spry4,1
Smarca4,Gabra3,1
Stat5a,Ywhag,1
Usf1,Cxcl16,1
Hif1a,Zfp36l1,1
Meis1,Pnkd,1
Otx2,Fzd7,1
Ezh2,Gpc3,1
Runx2,Tmeff2,1
Ezh2,Ttc9b,1
Sox2,Pkp4,1
Ebf2,Oaf,1
Rara,Igfbp5,1
Chd4,Marcks,1
Esrrb,Camkv,1
Med12,Tmod1,1
Ep300,Hat1,1
Stat5a,Fzd5,1
Zfx,Prkar1b,1
Erg,Pigv,1
Etv4,Snd1,1
Sox30,Dag1,1
Nr5a2,Ldha,1
Cebpa,Slc17a6,1
Stat5a,Glis3,1
Cebpb,Bmp4,1
Tcf3,Cdk2ap1,1
Elf1,Cnnm2,1
Tet1,Tle1,1
E2f3,Cpne9,1
Pbx1,Ctnnb1,1
Sox30,Hdgf,1
Dpy30,Fancd2,1
Arid3a,Upp1,1
Suz12,Lmna,1
Klf3,Spsb4,1
Gata3,Pipox,1
Zic2,Srgap3,1
Arntl,Rnf157,1
Chd4,Aatf,1
Smc3,Enox1,1
Rnf2,Prkaca,1
Smarca2,Clcn3,1
Vdr,Cldn15,1
Mxi1,Sema6c,1
Smad3,Plbd1,1
Rbpj,Myb,1
Pgr,Wnt4,1
Cebpa,Hsph1,1
Rnf2,Ccdc8,1
Max,Bcl2l1,1
Atf2,Ddx21,1
Stat6,Ppm1a,1
Fos,Cacnb3,1
Utf1,Pcdh8,1
Pgr,Zbtb12,1
Elf5,Iqsec2,1
Nfil3,Eomes,1
Nipbl,Mycn,1
Lmo2,Sh3bp1,1
Smarca4,Foxc1,1
Runx2,Ptprd,1
Esrrb,Akap1,1
Foxp3,Zc3h12a,1
Brca1,Rabgap1,1
Plagl1,Dgkz,1
Sim2,Ric8b,1
Cebpb,Flnc,1
Pou3f2,Tmeff1,1
Brca1,Rasip1,1
Dlx5,Cggbp1,1
Cebpb,Fndc1,1
Dnmt3b,Mef2c,1
Klf4,Nrxn1,1
Rfx3,Eif2s2,1
Tead1,Itgb6,1
Atf3,Pdgfra,1
Lmnb1,Elavl3,1
Irf1,Col23a1,1
Sall4,Notch4,1
Tbx6,Rorc,1
Dpy30,Zhx2,1
Atrx,Scml4,1
Chd4,Cdk6,1
Chd4,Zeb1,1
Isx,St8sia4,1
Pou2f3,Ldha,1
Pou3f2,Sdk1,1
Zic3,Ksr2,1
Rfx3,Slc44a3,1
Prdm1,Cldn23,1
Arnt2,Cacnb1,1
Ctcf,Ccdc28a,1
Hnf4a,Zbtb8a,1
Tead1,Aplp2,1
Hes1,Rara,1
Atf7,Slc22a15,1
Runx2,Adamts14,1
Stat6,Ipo7,1
Ezh2,Msl1,1
Irf8,Ptpru,1
Stat6,Nfkbiz,1
Pgr,Etv5,1
Bhlhe41,Ccnd3,1
Bhlhe41,Dyrk1a,1
Creb1,Pcsk6,1
Zfp57,Bcl3,1
Zeb1,Bcl2l2,1
Onecut2,Fgf18,1
Suz12,Ubl7,1
Junb,Crb3,1
Zic2,Ltbr,1
Suz12,Podxl,1
Smad3,Prpf19,1
Elf4,Hspd1,1
Tcf12,Notch4,1
Tbx6,Zic1,1
Runx2,Ctbp2,1
Twist2,Ppp1r13b,1
Lmnb1,Obsl1,1
Smad4,Rtn4rl1,1
Tbx6,Inpp5a,1
Nrf1,Foxd1,1
Nr6a1,Chpf2,1
Hnf4a,Gfod1,1
Hnf1a,Klf2,1
Bmi1,Prdm16,1
Foxo3,Chd2,1
Pax5,Plekha4,1
Irf1,Fblim1,1
Elf1,Usp28,1
Usf2,Frat1,1
Ncor1,Rnf128,1
Ctcf,Sox5,1
Smc3,Cdk14,1
Six4,Ppp4r4,1
Sox2,Ptpn21,1
Rbpj,Pmepa1,1
Wt1,Ubqln4,1
Setdb1,Pcolce,1
Clock,Trim2,1
Rara,Bhlhe41,1
Bhlhe40,Pth1r,1
Rara,Lrrc8e,1
Tbx21,Eomes,1
Stat5a,Scube1,1
Foxp1,Etv5,1
Insm1,Ghr,1
Rela,Ctnna1,1
Nr4a1,Pim2,1
Pparg,Igf2bp1,1
Junb,Fzd2,1
Ncoa2,Rnf157,1
Dpy30,Sulf1,1
Max,Id3,1
Nr4a1,Slc22a23,1
Junb,Rab3il1,1
Ets1,Pou5f1,1
Fli1,Isl1,1
Rxra,Fam13a,1
Cbfb,Rapgef3,1
Rarb,Ccne1,1
Chd4,Ube4b,1
Vsx2,Stag3,1
Dppa2,Pogk,1
Tbp,Fndc1,1
Vdr,D930048N14Rik,1
Ar,Rgs7,1
Ep300,Lzts2,1
Gata2,Foxo4,1
Nipbl,Rbm39,1
Myc,Bhlhe40,1
Plagl1,Dmrta2,1
Satb1,Xrcc6,1
Ncoa2,Nfil3,1
Hes1,Raly,1
Stat3,Tet2,1
Ebf2,Wnt2b,1
Rfx3,Trip4,1
Pou5f1,Itpr3,1
Junb,Slc31a1,1
Egr2,Hspd1,1
Snai1,Slc20a2,1
Rad21,Kcnc1,1
Hdac2,Lcorl,1
Irf8,Frmd4a,1
Cbx8,Pcdh8,1
Runx1,Stx11,1
Pbx1,Sez6,1
Onecut2,Spry4,1
Purb,Abi3,1
Myc,Igsf1,1
Kdm5a,Egr2,1
Arid3a,Csnk1g2,1
Grhl2,Trim3,1
Tcf12,Gfod1,1
Dpy30,Nab2,1
Pou3f2,Ppp1r9a,1
Bach2,Dhrs3,1
Sox9,Dclk1,1
Med12,Prickle2,1
Foxp1,Ing3,1
Usf1,Prok2,1
Elf1,Srm,1
Tet1,Adamtsl1,1
Purb,Zbtb11,1
Usf1,Elovl5,1
Osr1,Gpr85,1
Chd4,Cited2,1
Ebf2,Aplp2,1
Jund,Bmi1,1
Etv5,Pdp1,1
Chd4,Atxn7l3,1
Foxo3,Ppp3ca,1
Irf4,Il4,1
Nanog,Phf13,1
Pax5,Rfx4,1
Usf2,Lzts2,1
Rara,Trip4,1
Six4,Chst11,1
Creb1,Pde4dip,1
Runx2,Pabpc1,1
Zic1,Fbxo36,1
Mtf2,Frmd4a,1
Hoxa13,Jazf1,1
Hand2,Anp32b,1
Stat3,Scn1a,1
Dlx3,Csnk2a2,1
Setdb1,Hormad2,1
Pax5,Mapt,1
Smc1a,Sh3gl2,1
Btaf1,Usp42,1
Nr4a1,Bhlhe40,1
Ncoa2,Srrm1,1
Myt1l,Klf7,1
Irf8,Sumo3,1
Nkx2-1,Dap3,1
Rnf2,Brd4,1
Rxra,Dpp4,1
Gata2,Bptf,1
Runx1,Nfkbiz,1
Ezh2,Pitx1,1
Lmo2,Lefty2,1
Nfil3,Stt3b,1
Erg,Hoxa10,1
Klf3,Mamld1,1
Arid3a,Zfp697,1
Nanog,Tcf4,1
Stat5a,Tnik,1
Runx1,Fndc1,1
Brca1,Lif,1
Isx,Btg1,1
Cebpb,Ntng2,1
Tbx5,Camk2a,1
Chd4,Foxred1,1
Tbx3,Lrrc8d,1
Ncor1,Sik1,1
Jun,Dchs1,1
Foxp3,Nckap1,1
Tbx3,Tmem108,1
Hoxb5,Colec12,1
Rarb,Hsph1,1
Dlx5,Rhobtb1,1
Atf2,Marcks,1
Elf4,Klhl15,1
Bcl6,Inppl1,1
Nanog,Ctdspl,1
Irf3,Ptms,1
Stat1,Rgma,1
Etv5,Smad3,1
Nr1d1,Ergic3,1
Smad4,Trib1,1
Erf,Pik3c2b,1
Pknox1,Gnb2,1
Ebf1,Homer2,1
Hnf1a,Six3,1
Esr2,Rin3,1
Klf3,Phip,1
Gata2,Tbx3,1
Cbfb,Mmgt2,1
Elf5,Ptch1,1
Nr1d1,Cldn4,1
Usf1,Stmn1,1
Hnf4a,Asns,1
Atf7,Plekha1,1
Tbx6,Tnks,1
Tbl1x,Nr6a1,1
Gata3,Ptgs2,1
Cebpb,Igfbp5,1
Ezh2,Schip1,1
Btaf1,Mex3b,1
Bhlhe40,Akt3,1
Creb1,Gdpd5,1
Nfe2l1,Trim2,1
Gli2,Cdc42bpa,1
Stat5a,Rtn4r,1
Hoxa9,Cldn15,1
Zeb1,Hoxb4,1
Ncor1,Cacna1a,1
Rad21,Apbb1ip,1
Pou3f2,Nckap1,1
Smad3,Lhx2,1
Six4,Cited1,1
Pou2f3,Nap1l1,1
Shox2,Actg1,1
Med12,Adcyap1r1,1
Nanog,Ksr2,1
E2f3,Atf2,1
Bhlhe40,Shox2,1
Kdm5b,Pias3,1
Stat5a,Ehf,1
Bach2,Anks1b,1
Klf4,Atp1a1,1
Bach2,Jun,1
Suz12,Thpo,1
Rbpj,Igfbp4,1
Arntl,Fam102b,1
Meis1,Bbx,1
Pax5,Isl1,1
Kdm4c,Fam131c,1
Ahr,Lrrc1,1
Max,Ctnna3,1
Nipbl,Nlk,1
Mef2c,Gnptab,1
Nr4a1,Rhob,1
Smc1a,Phactr1,1
Myc,Prox1,1
Arntl,Tpbg,1
Dmap1,Rhob,1
Kdm3a,Btg1,1
Satb1,Nfe2l1,1
Sox9,St6galnac3,1
Nr5a2,Hmgn2,1
Ahr,Pmp22,1
Mef2c,Pard3b,1
Shox2,Osbpl6,1
Cebpb,Tnfaip6,1
Nanog,Flrt1,1
Lmo2,Ngef,1
Erg,Ptgs2,1
Sox30,Nsmaf,1
Esr1,Rcor1,1
Hoxd11,Spag9,1
Fos,Cdyl2,1
Nipbl,Kdm3b,1
Taf12,Csk,1
Esrrb,Cdk2ap1,1
Egr1,Tle1,1
Suz12,Cdc42bpb,1
Arntl,Frmd4a,1
Ehf,Gng10,1
Fos,Igsf9,1
Arid3a,Hmgn5,1
Rad21,Zmat4,1
Kdm5b,Dmrta2,1
Mef2c,Asns,1
Ar,Rnf26,1
Fos,Bcl2l1,1
Zic2,Mtf2,1
Fos,Cdh11,1
Bmi1,Ctnna3,1
Pax5,Smurf2,1
Hoxc9,Efnb2,1
Nr5a2,Slc4a3,1
Zbtb17,Ptp4a3,1
Suz12,Ezh2,1
Rara,Dsc2,1
Myc,Matn2,1
Lmo2,Rab22a,1
Irf4,Faf2,1
Sox2,Zyx,1
Sox2,Nckap5,1
Cbfb,Cdk2ap1,1
Hand2,Rnf130,1
Zfpm1,Gnptab,1
Ebf2,Akap1,1
Pparg,Phf19,1
Rel,Fli1,1
Stat6,Rab3il1,1
Atf4,Kat2b,1
Fos,Enah,1
Hoxb5,Map3k3,1
Mef2c,Ramp2,1
Esr2,Ikzf2,1
Prdm1,Cdv3,1
