TF,Target,Label,Score
Myc,Capn6,0,0
Myc,Ldha,1,999
Myc,Gbx2,1,999
Myc,Tdgf1,1,999
Myc,Dap3,1,999
Myc,Colec12,1,999
Myc,Hhex,1,999
Myc,Klf6,1,999
Myc,Lasp1,1,999
Myc,Irx3,1,999
Myc,Chrnb2,1,999
Myc,Tulp4,1,999
Myc,Parm1,0,0
Myc,Cpeb3,1,999
Myc,Lif,1,999
Myc,Fgf18,1,999
Myc,Slc23a3,1,999
Myc,Slco5a1,1,999
Myc,Mrc2,1,999
Myc,Cacnb1,1,999
Myc,Igfbp5,1,999
Myc,Gata2,1,999
Myc,Shb,1,999
Myc,Prpf19,1,999
Myc,Cd63,1,999
Myc,Tgfb1,0,0
Myc,Krt17,1,999
Myc,Lrp2,1,999
Myc,Cacna1a,1,999
Myc,En1,1,999
Myc,Etohd2,0,0
Myc,Per2,1,999
Myc,Setbp1,1,999
Myc,Sox12,1,999
Myc,Prkrir,1,999
Myc,Pgbd5,1,999
Myc,Npr3,1,999
Myc,Rab12,1,999
Myc,Sulf1,1,999
Myc,Nle1,1,999
Myc,Pex1,1,999
Myc,Hsp90ab1,1,999
Myc,Rnd2,1,999
Myc,Utp14b,1,999
Myc,Foxo4,1,999
Myc,Snai1,1,999
Myc,Ankrd34a,1,999
Myc,Mbp,0,0
Myc,Cited1,1,999
Myc,Plcd1,1,999
Myc,Nr1d1,1,999
Myc,Fgfr1,1,999
Myc,St3gal1,1,999
Myc,Mtus1,1,999
Myc,Lrrc1,1,999
Myc,Plbd1,1,999
Myc,Pik3c2b,1,999
Myc,Lrriq4,1,999
Myc,Elovl2,1,999
Myc,Zfp62,1,999
Myc,Chpf2,1,999
Myc,Arl4a,1,999
Myc,Kctd15,1,999
Myc,Dido1,1,999
Myc,Nsg2,1,999
Myc,Kat2b,1,999
Myc,Fancd2,1,999
Myc,Cacnb2,1,999
Myc,Pdk1,1,999
Myc,Rai14,1,999
Myc,Kcnb1,1,999
Myc,Msn,0,0
Myc,Insm1,1,999
Myc,Irs1,1,999
Myc,Tmem25,1,999
Myc,Cplx2,1,999
Myc,Ndufa4l2,1,999
Myc,Krtcap2,1,999
Myc,Sgk1,1,999
Myc,Sox8,1,999
Myc,Hoxd8,1,999
Myc,Elavl2,1,999
Myc,Fbxo43,1,999
Myc,Eomes,1,999
Myc,Nrk,1,999
Myc,1810043G02Rik,1,999
Myc,Nphs1,1,999
Myc,Ctnna3,1,999
Myc,Dlx6,1,999
Myc,Cxcl14,1,999
Wt1,Dlx2,0,0
Wt1,4933430I17Rik,0,0
Wt1,Abi3,0,0
Wt1,Cyp26a1,0,0
Wt1,Pitx2,0,0
Wt1,Ncoa7,0,0
Wt1,Sema6c,0,0
Wt1,Nefl,0,0
Wt1,Rcor3,0,0
Wt1,App,0,0
Wt1,Socs3,0,0
Wt1,Nefm,0,0
Wt1,Anxa1,0,0
Wt1,Zswim5,0,0
Wt1,Pdzrn3,0,0
Wt1,Lgi1,0,0
Wt1,Gdf6,0,0
Wt1,Reps2,0,0
Wt1,Trim3,0,0
Wt1,1810062O18Rik,0,0
Wt1,Hormad2,0,0
Wt1,Rimklb,0,0
Wt1,Sntb2,0,0
Wt1,Tpm3,0,0
Wt1,Hpgd,0,0
Wt1,Tnfrsf12a,0,0
Wt1,Ntn1,0,0
Wt1,Six1,0,0
Wt1,Hmbox1,0,0
Wt1,Irf2,0,0
Wt1,Fam131c,0,0
Wt1,Atp2a2,0,0
Wt1,Dclk1,0,0
Wt1,Tbx18,0,0
Wt1,Raly,0,0
Wt1,Rbbp7,0,0
Wt1,Dab2,0,0
Wt1,Gja1,0,0
Wt1,Gap43,0,0
Wt1,Cav2,0,0
Wt1,Bahcc1,0,0
Wt1,Acvr1,0,0
Wt1,Nlk,0,0
Wt1,Lrrc41,0,0
Wt1,Inha,0,0
Wt1,Map4k4,0,0
Wt1,Igsf1,0,0
Wt1,Gadd45g,0,0
Wt1,Ttc9b,0,0
Wt1,Sdc3,0,0
Wt1,D16Ertd472e,0,0
Wt1,Ilf3,0,0
Wt1,Gata2,0,0
Wt1,Trip4,0,0
Wt1,Cacnb2,0,0
Wt1,Adamts17,0,0
Wt1,Ndufa4l2,0,0
Bhlhe40,Sox4,1,999
Bhlhe40,5330413P13Rik,0,0
Bhlhe40,Ptprg,1,999
Bhlhe40,Ino80d,1,999
Bhlhe40,Cdh11,1,999
Bhlhe40,Ankrd28,1,999
Bhlhe40,Cldn7,1,999
Bhlhe40,Bcl6,0,0
Bhlhe40,Nrxn1,1,999
Bhlhe40,Syt6,1,999
Bhlhe40,Gm5577,1,999
Bhlhe40,Gem,0,0
Bhlhe40,Cnr1,1,999
Bhlhe40,Trim66,1,999
Bhlhe40,Ptpn21,1,999
Bhlhe40,Kctd1,1,999
Bhlhe40,4930539J05Rik,1,999
Bhlhe40,Adcy2,1,999
Bhlhe40,Marcks,1,999
Bhlhe40,Ext1,1,999
Bhlhe40,Hoxd11,1,999
Bhlhe40,Ankrd11,1,999
Bhlhe40,Gigyf2,1,999
Bhlhe40,Zswim5,1,999
Bhlhe40,Meis2,1,999
Bhlhe40,Zc3h4,1,999
Bhlhe40,Adcy1,1,999
Bhlhe40,Rb1,1,999
Bhlhe40,Eno3,1,999
Bhlhe40,Hsph1,1,999
Bhlhe40,Ehmt2,1,999
Bhlhe40,Slc17a9,1,999
Bhlhe40,Bahd1,1,999
Bhlhe40,Tnpo1,1,999
Bhlhe40,Tmem43,1,999
Bhlhe40,Reps2,1,999
Bhlhe40,Sobp,1,999
Bhlhe40,Klhl29,1,999
Bhlhe40,Plxnc1,1,999
Bhlhe40,Timm50,1,999
Bhlhe40,Myb,1,999
Bhlhe40,A230050P20Rik,1,999
Bhlhe40,Bhlhe41,1,999
Bhlhe40,Naa25,1,999
Bhlhe40,Ubap2l,1,999
Bhlhe40,Hmgn2,0,0
Bhlhe40,Acvr2b,1,999
Bhlhe40,Tox3,1,999
Bhlhe40,Lcorl,1,999
Bhlhe40,Nr2e1,1,999
Bhlhe40,Ebf3,1,999
Bhlhe40,Suz12,1,999
Bhlhe40,Pou3f2,1,999
Bhlhe40,Kdm2b,1,999
Bhlhe40,L3mbtl3,1,999
Bhlhe40,1810062O18Rik,0,0
Bhlhe40,Scarf2,1,999
Bhlhe40,Nfil3,1,999
Bhlhe40,Arid2,1,999
Bhlhe40,Cirh1a,1,999
Bhlhe40,Zfp827,1,999
Bhlhe40,Slc43a1,0,0
Bhlhe40,Esrp1,1,999
Bhlhe40,Sntb2,0,0
Bhlhe40,Irx1,1,999
Bhlhe40,Hbp1,1,999
Bhlhe40,Xpnpep1,1,999
Bhlhe40,Calb2,0,0
Bhlhe40,Tmem150a,1,999
Bhlhe40,Ganab,1,999
Bhlhe40,Spock3,1,999
Bhlhe40,Lrrfip1,0,0
Bhlhe40,Wnt7a,1,999
Bhlhe40,Samd4b,1,999
Bhlhe40,Fam193b,1,999
Bhlhe40,Arap1,0,0
Bhlhe40,Bhlhe22,1,999
Bhlhe40,Nckap1,0,0
Bhlhe40,Ptchd1,1,999
Bhlhe40,Ppp1r9a,0,0
Bhlhe40,Bcl11a,1,999
Bhlhe40,Huwe1,0,0
Bhlhe40,Rarg,1,999
Bhlhe40,Kdm3b,1,999
Bhlhe40,Zdhhc9,1,999
Bhlhe40,Igf2bp3,1,999
Bhlhe40,Akt3,1,999
Bhlhe40,Hoxd9,0,0
Bhlhe40,Smo,1,999
Bhlhe40,Atxn7l3,1,999
Bhlhe40,Svep1,0,0
Bhlhe40,Hnrnpu,1,999
Bhlhe40,Lypd4,0,0
Bhlhe40,Rtn4rl1,1,999
Bhlhe40,Fam120a,1,999
Bhlhe40,Snd1,1,999
Bhlhe40,Nab1,1,999
Bhlhe40,Klf3,1,999
Bhlhe40,Sostdc1,1,999
Bhlhe40,Otx1,1,999
Bhlhe40,Bnip3,1,999
Bhlhe40,Zeb1,1,999
Bhlhe40,Six4,1,999
Bhlhe40,Cadm1,1,999
Bhlhe40,Arhgef5,1,999
Bhlhe40,Prdm6,1,999
Bhlhe40,Lrrn1,1,999
Bhlhe40,Mfhas1,1,999
Bhlhe40,Fam78b,1,999
Bhlhe40,Atp2a2,1,999
Bhlhe40,Phf19,1,999
Bhlhe40,Fbln5,0,0
Bhlhe40,Bend3,1,999
Bhlhe40,4933434E20Rik,1,999
Bhlhe40,Hoxc10,1,999
Bhlhe40,Chd5,1,999
Bhlhe40,Lrfn1,1,999
Bhlhe40,Ptprf,1,999
Bhlhe40,Pkdcc,1,999
Bhlhe40,Ivns1abp,1,999
Bhlhe40,Fbxl19,1,999
Bhlhe40,Cnnm2,1,999
Bhlhe40,Efna1,0,0
Bhlhe40,Ttc7b,1,999
Bhlhe40,Csnk1g2,0,0
Bhlhe40,Ephb1,1,999
Bhlhe40,Got1,0,0
Bhlhe40,Csk,1,999
Bhlhe40,Pim1,1,999
Bhlhe40,Prpf3,0,0
Bhlhe40,Bptf,1,999
Bhlhe40,Hist2h2be,0,0
Bhlhe40,Ypel5,1,999
Bhlhe40,Crlf1,0,0
Bhlhe40,Arpc1b,1,999
Bhlhe40,Brd3,1,999
Bhlhe40,Dyrk2,1,999
Bhlhe40,Mier1,1,999
Bhlhe40,Pkp4,0,0
Bhlhe40,Adora1,0,0
Bhlhe40,Zfp516,1,999
Bhlhe40,Ptp4a2,1,999
Bhlhe40,Tmeff1,1,999
Bhlhe40,Zfand3,1,999
Bhlhe40,Homer2,1,999
Bhlhe40,Dlg1,1,999
Bhlhe40,Fads2,1,999
Bhlhe40,Traf3,1,999
Bhlhe40,Ube4b,0,0
Bhlhe40,Fndc1,1,999
Bhlhe40,Rap1gds1,1,999
Bhlhe40,Inpp5a,1,999
Bhlhe40,Mast1,0,0
Bhlhe40,Hes1,1,999
Bhlhe40,Chtf8,1,999
Bhlhe40,Srsf1,1,999
Bhlhe40,Ntrk2,1,999
Bhlhe40,Sdk1,1,999
Bhlhe40,Strn,1,999
Bhlhe40,Nrp2,1,999
Bhlhe40,Sppl3,1,999
Bhlhe40,Ptprj,1,999
Bhlhe40,St8sia6,1,999
Bhlhe40,Nav1,1,999
Bhlhe40,Tcf15,1,999
Bhlhe40,Zfp710,1,999
Bhlhe40,Grid1,1,999
Bhlhe40,Fam3c,1,999
Bhlhe40,Dag1,1,999
Bhlhe40,Cxxc4,1,999
Bhlhe40,Zmym3,1,999
Bhlhe40,Rab2a,1,999
Bhlhe40,Fam83h,1,999
Bhlhe40,Phf21a,1,999
Bhlhe40,Hoxd3,1,999
Bhlhe40,Ppm1a,0,0
Bhlhe40,Usp42,1,999
Bhlhe40,En2,1,999
Bhlhe40,Six3os1,1,999
Bhlhe40,Irx2,1,999
Bhlhe40,Prrt3,1,999
Bhlhe40,Wnt3,1,999
Bhlhe40,Mybl2,0,0
Bhlhe40,Rcor1,1,999
Bhlhe40,Fgf11,1,999
Bhlhe40,Ltbp4,1,999
Bhlhe40,Hoxa5,1,999
Bhlhe40,Zbtb2,1,999
Bhlhe40,Syt9,1,999
Bhlhe40,Igsf1,1,999
Bhlhe40,3425401B19Rik,1,999
Bhlhe40,Gadd45g,1,999
Bhlhe40,Hipk2,1,999
Bhlhe40,Spred1,1,999
Bhlhe40,Tug1,1,999
Bhlhe40,Nuak1,0,0
Bhlhe40,Stag2,1,999
Bhlhe40,Enox1,1,999
Bhlhe40,Usp7,1,999
Bhlhe40,Pou3f1,1,999
Bhlhe40,Fign,1,999
Bhlhe40,Zswim6,1,999
Bhlhe40,Ttc9b,0,0
Bhlhe40,Camk2b,1,999
Bhlhe40,Espn,1,999
Bhlhe40,Fst,1,999
Bhlhe40,Ube2e3,0,0
Bhlhe40,Lrrc8d,1,999
Bhlhe40,Hoxb5,1,999
Bhlhe40,Emx2os,0,0
Bhlhe40,Col1a1,1,999
Bhlhe40,Vsx2,1,999
Bhlhe40,Nt5c2,1,999
Bhlhe40,Nr2f1,1,999
Bhlhe40,Bnc2,1,999
Bhlhe40,Sez6,0,0
Bhlhe40,Nr4a1,1,999
Bhlhe40,Bcl9l,1,999
Bhlhe40,Robo1,1,999
Bhlhe40,Gad1,1,999
Bhlhe40,Mtch2,1,999
Bhlhe40,Tulp4,1,999
Bhlhe40,Neurl1a,1,999
Bhlhe40,Pou2f3,1,999
Bhlhe40,Fgf18,1,999
Bhlhe40,Igfbp5,1,999
Bhlhe40,Hoxa2,1,999
Bhlhe40,Lctl,0,0
Bhlhe40,Asxl1,1,999
Bhlhe40,Tnfrsf11a,1,999
Bhlhe40,En1,1,999
Bhlhe40,Ctdspl,0,0
Bhlhe40,Per2,1,999
Bhlhe40,Nfib,1,999
Bhlhe40,Hoxa6,1,999
Bhlhe40,Dio3,1,999
Bhlhe40,Sox12,1,999
Bhlhe40,Zfp292,1,999
Bhlhe40,Tbx15,1,999
Bhlhe40,Mamld1,1,999
Bhlhe40,Stx11,0,0
Bhlhe40,Nle1,1,999
Bhlhe40,Trip4,0,0
Bhlhe40,Gpbp1,1,999
Bhlhe40,Ube2d3,1,999
Bhlhe40,Maml3,0,0
Bhlhe40,Zhx2,0,0
Bhlhe40,Nr1d1,1,999
Bhlhe40,Cdkn1c,1,999
Bhlhe40,Zfp423,1,999
Bhlhe40,St3gal1,1,999
Bhlhe40,Ramp2,1,999
Bhlhe40,Klf5,1,999
Bhlhe40,Ppp2r5c,1,999
Bhlhe40,Sirt1,1,999
Bhlhe40,Klf7,1,999
Bhlhe40,Hic1,1,999
Bhlhe40,Nog,1,999
Bhlhe40,Rai14,1,999
Bhlhe40,Insm1,1,999
Bhlhe40,Ehf,0,0
Bhlhe40,9530059O14Rik,1,999
Bhlhe40,Rnf11,1,999
Bhlhe40,Nrk,1,999
Bhlhe40,Chst11,0,0
Bhlhe40,Mapk6,1,999
Barx2,Cald1,0,0
Barx2,Plagl2,0,0
Barx2,Plxna4,0,0
Barx2,Rapgef3,0,0
Barx2,Cdc42bpa,1,999
Barx2,Cdk17,0,0
Barx2,Trps1,0,0
Barx2,Pigv,0,0
Barx2,Ppargc1b,0,0
Barx2,Tnpo1,0,0
Barx2,Tinagl1,0,0
Barx2,Col14a1,0,0
Barx2,Pdzrn4,1,999
Barx2,Crtac1,0,0
Barx2,Lypd6b,0,0
Barx2,Afp,1,999
Barx2,Angpt1,0,0
Barx2,Tab2,0,0
Barx2,Pth1r,1,999
Barx2,D930048N14Rik,0,0
Barx2,Cdh20,1,999
Barx2,Calb2,0,0
Barx2,Cfl1,0,0
Barx2,Cdc14a,0,0
Barx2,Vcl,0,0
Barx2,Dlx6os1,1,999
Barx2,Mab21l1,1,999
Barx2,Cobl,0,0
Barx2,Pcdh17,0,0
Barx2,Rel,0,0
Barx2,Slc28a1,0,0
Barx2,Fmnl2,0,0
Barx2,Sipa1l1,0,0
Barx2,Mitf,1,999
Barx2,Hoxb9,0,0
Barx2,Hand2,1,999
Barx2,Zfp608,0,0
Barx2,Nab2,0,0
Barx2,Ptprv,0,0
Barx2,Slc25a12,0,0
Barx2,Gm14137,0,0
Barx2,Ric8b,0,0
Barx2,Gfod1,0,0
Barx2,Hoxd3,0,0
Barx2,Eif4g1,0,0
Barx2,Vav3,0,0
Barx2,Rai1,1,999
Barx2,Matr3,0,0
Barx2,Fam57b,0,0
Barx2,Bsn,0,0
Barx2,Fzd5,0,0
Barx2,Nol4,1,999
Barx2,Kcnh5,0,0
Barx2,Pou2f3,0,0
Barx2,Rora,0,0
Barx2,Pcolce,0,0
Barx2,Slc22a15,0,0
Barx2,Klf9,0,0
Barx2,Nr6a1,0,0
Barx2,Prkaca,0,0
Barx2,Pde4b,0,0
Barx2,Sox2,0,0
Barx2,Gabre,0,0
Atxn1,Spic,0,0
Atxn1,Lpp,0,0
Atxn1,Dnmt3b,0,0
Atxn1,Mybpc1,0,0
Atxn1,Ebf4,0,0
Atxn1,Ppargc1b,0,0
Atxn1,Klhl15,0,0
Atxn1,Fbxo30,0,0
Atxn1,Hoxa4,0,0
Atxn1,Pecam1,0,0
Atxn1,Sp4,0,0
Atxn1,Samd4b,0,0
Atxn1,Hcn3,0,0
Atxn1,Cabp7,0,0
Atxn1,Klf3,0,0
Atxn1,Adamts15,0,0
Atxn1,Prdm6,0,0
Atxn1,Mfhas1,0,0
Atxn1,Zic2,0,0
Atxn1,Sel1l3,0,0
Atxn1,Dyrk2,0,0
Atxn1,Rapgef4,0,0
Atxn1,2610203C20Rik,0,0
Atxn1,Dnmt3a,0,0
Atxn1,Loxl4,0,0
Atxn1,Mmp14,0,0
Atxn1,Six3os1,0,0
Atxn1,Wnt3,0,0
Atxn1,Mybl2,0,0
Atxn1,Meis1,0,0
Atxn1,S100pbp,0,0
Atxn1,2900041M22Rik,0,0
Atxn1,Rims1,0,0
Atxn1,Hdgf,0,0
Atxn1,Tead1,0,0
Atxn1,Tead3,0,0
Atxn1,Btg1,0,0
Atxn1,Lef1,0,0
Atxn1,Zic3,0,0
Atxn1,Nr4a1,0,0
Atxn1,Ergic1,0,0
Atxn1,Ckmt1,0,0
Atxn1,Dio3,0,0
Atxn1,Ptms,0,0
Atxn1,Mbp,0,0
Nkx2-9,Grik3,0,0
Nkx2-9,Abi3,0,0
Nkx2-9,Batf2,0,0
Nkx2-9,Tlx2,0,0
Nkx2-9,Zic1,1,999
Nkx2-9,Serbp1,0,0
Nkx2-9,E2f1,0,0
Nkx2-9,Pard3b,0,0
Nkx2-9,Acvr2b,0,0
Nkx2-9,Scml4,0,0
Nkx2-9,Rimklb,0,0
Nkx2-9,Ergic3,0,0
Nkx2-9,Foxj1,0,0
Nkx2-9,St6galnac5,0,0
Nkx2-9,Cbx8,0,0
Nkx2-9,Camk1d,0,0
Nkx2-9,Col23a1,0,0
Nkx2-9,Fam78b,0,0
Nkx2-9,Dpy19l1,0,0
Nkx2-9,Hoxc10,0,0
Nkx2-9,Tsc22d3,0,0
Nkx2-9,Chd7,0,0
Nkx2-9,Alx1,1,999
Nkx2-9,Actg2,0,0
Nkx2-9,Ccdc141,0,0
Nkx2-9,Tnrc18,0,0
Nkx2-9,Trim36,0,0
Nkx2-9,Nbl1,0,0
Nkx2-9,Id2,0,0
Nkx2-9,Shf,0,0
Nkx2-9,Phf2,0,0
Nkx2-9,Tyro3,0,0
Nkx2-9,Dixdc1,0,0
Nkx2-9,Lgr5,1,999
Nkx2-9,Zfp36l1,0,0
Nkx2-9,Rnf19b,0,0
Nkx2-9,Rab22a,0,0
Nkx2-9,Anks1b,1,999
Nkx2-9,Trerf1,0,0
Nkx2-9,Prdm16,0,0
Nkx2-9,Esrrb,1,999
Nkx2-9,Tbx3,0,0
Nkx2-9,2610028E06Rik,1,999
Nkx2-9,Pabpc1,0,0
Nkx2-9,Itgb6,0,0
Nkx2-9,Prelp,0,0
Nkx2-9,Snai1,0,0
Nkx2-9,Prkaca,0,0
Snai2,Vim,0,0
Snai2,Kcnh3,0,0
Snai2,Plxna4,0,0
Snai2,Ptpn21,0,0
Snai2,4930539J05Rik,0,0
Snai2,Ikzf2,0,0
Snai2,Lpp,0,0
Snai2,Srgap3,0,0
Snai2,Ankrd11,0,0
Snai2,Tinagl1,0,0
Snai2,1810062O18Rik,0,0
Snai2,Cirh1a,0,0
Snai2,Grhl2,0,0
Snai2,Gas5,0,0
Snai2,Pip5k1b,0,0
Snai2,Rasd2,0,0
Snai2,Krcc1,0,0
Snai2,Rgma,0,0
Snai2,Dab2,0,0
Snai2,Smyd1,0,0
Snai2,Rai2,0,0
Snai2,Ranbp9,0,0
Snai2,Pdgfb,0,0
Snai2,Dll1,0,0
Snai2,Speg,0,0
Snai2,Zfand3,0,0
Snai2,Ctbp2,0,0
Snai2,Tnks,0,0
Snai2,Fzd7,0,0
Snai2,Ptpru,0,0
Snai2,Vcp,0,0
Snai2,Prune2,0,0
Snai2,S100pbp,0,0
Snai2,Gadd45g,0,0
Snai2,Hipk2,0,0
Snai2,Atxn1l,0,0
Snai2,Spred1,0,0
Snai2,Fkbp10,0,0
Snai2,Grip1,0,0
Snai2,Astn2,0,0
Snai2,Sim2,0,0
Snai2,Bbx,0,0
Snai2,Ogdhl,0,0
Snai2,Tead3,0,0
Snai2,Per1,0,0
Snai2,Tbx4,0,0
Snai2,Zyx,0,0
Snai2,Tgfb1,0,0
Snai2,Ube2v1,0,0
Snai2,2610028E06Rik,0,0
Snai2,Rab12,0,0
Snai2,Itgb6,0,0
Snai2,Nle1,0,0
Snai2,Utp14b,0,0
Snai2,Aldh1a3,0,0
Snai2,Rab3il1,0,0
Snai2,Cdca2,0,0
Snai2,Eomes,0,0
Snai2,Kif21b,0,0
Pax1,Nat8l,0,0
Pax1,Klf4,0,0
Pax1,Reps2,0,0
Pax1,Pou3f2,0,0
Pax1,Zbtb8a,0,0
Pax1,Myt1l,0,0
Pax1,Hspa4l,0,0
Pax1,Tmem151b,0,0
Pax1,Ppp1r13b,0,0
Pax1,Bcl11a,0,0
Pax1,Gng10,0,0
Pax1,Igf2,0,0
Pax1,Peg10,0,0
Pax1,Rel,0,0
Pax1,Ddah2,0,0
Pax1,Sphk1,0,0
Pax1,Sox30,0,0
Pax1,Slit2,0,0
Pax1,Ptma,0,0
Pax1,Eln,0,0
Pax1,Zfp385b,0,0
Pax1,B230319C09Rik,0,0
Pax1,Adora1,0,0
Pax1,Pou5f1,0,0
Pax1,Chpf,0,0
Pax1,Elavl3,0,0
Pax1,Jph2,0,0
Pax1,Aplp2,0,0
Pax1,Ogdhl,0,0
Pax1,Vegfa,0,0
Pax1,Capn6,0,0
Pax1,Shb,0,0
Pax1,Erbb3,0,0
Pax1,S1pr1,0,0
Pax1,Ptms,0,0
Pax1,Smarcd3,0,0
Pax1,Cited1,0,0
Smad1,Mex3b,0,0
Smad1,Shroom4,1,999
Smad1,Gem,1,999
Smad1,Cpeb2,0,0
Smad1,Prss23,0,0
Smad1,Nkx2-1,1,999
Smad1,Cdc42bpa,1,999
Smad1,Stmn2,0,0
Smad1,Brsk2,0,0
Smad1,Rfx3,1,999
Smad1,Plxnc1,0,0
Smad1,Masp1,0,0
Smad1,Mypn,1,999
Smad1,Camkv,0,0
Smad1,Srrm4,1,999
Smad1,Sh3pxd2a,1,999
Smad1,Zfhx4,1,999
Smad1,Dgkh,1,999
Smad1,Ergic3,0,0
Smad1,Tpm3,0,0
Smad1,Actg1,0,0
Smad1,Samd4b,0,0
Smad1,Bhlhe40,0,0
Smad1,Ccdc148,0,0
Smad1,Scamp1,0,0
Smad1,Mapre2,0,0
Smad1,Hmbox1,0,0
Smad1,Ep300,0,0
Smad1,Serpina3n,1,999
Smad1,Phf19,0,0
Smad1,Dtna,0,0
Smad1,Map3k8,0,0
Smad1,Gnptab,0,0
Smad1,Hoxa13,0,0
Smad1,Slc35f4,1,999
Smad1,Otud1,0,0
Smad1,Pdzk1,0,0
Smad1,Ppp2r3a,0,0
Smad1,Id3,1,999
Smad1,Ptgs2,0,0
Smad1,Onecut3,0,0
Smad1,Lhx9,0,0
Smad1,Dpysl3,0,0
Smad1,Lgr5,1,999
Smad1,Grip1,0,0
Smad1,Tead1,1,999
Smad1,Ube2e3,0,0
Smad1,Axin2,0,0
Smad1,Mdfi,0,0
Smad1,Hoxb13,1,999
Smad1,Ubr3,0,0
Smad1,Ccdc80,0,0
Smad1,Colec12,0,0
Smad1,Chac1,0,0
Smad1,Hmgn5,0,0
Smad1,Prkrir,0,0
Smad1,Npr3,1,999
Smad1,Ptms,0,0
Smad1,Vgll3,0,0
Smad1,Slitrk6,1,999
Smad1,Dido1,1,999
Smad1,Sgk1,0,0
Smad1,Cxcl14,0,0
Cited2,Tes,0,0
Cited2,Prss23,0,0
Cited2,Cga,0,0
Cited2,Cdyl2,0,0
Cited2,Dtd1,0,0
Cited2,Mall,0,0
Cited2,Plekha4,0,0
Cited2,Ryr2,0,0
Cited2,Stk10,0,0
Cited2,Masp1,0,0
Cited2,St8sia4,0,0
Cited2,Idh3g,0,0
Cited2,Plekha6,0,0
Cited2,Efnb2,0,0
Cited2,Pecam1,0,0
Cited2,Kars,0,0
Cited2,Irx1,0,0
Cited2,Smurf2,0,0
Cited2,March2,0,0
Cited2,Lmna,0,0
Cited2,Ptma,0,0
Cited2,Chd5,0,0
Cited2,Slc35f4,0,0
Cited2,Fmnl2,0,0
Cited2,Tle4,0,0
Cited2,Gja1,0,0
Cited2,Bves,0,0
Cited2,Ggt7,0,0
Cited2,Zfp608,0,0
Cited2,Kctd19,0,0
Cited2,Lgi2,0,0
Cited2,Cdyl,0,0
Cited2,Rap1b,0,0
Cited2,Pik3ip1,0,0
Cited2,Arhgap6,0,0
Cited2,Inha,0,0
Cited2,Mal2,0,0
Cited2,Itpka,0,0
Cited2,Cacna2d3,0,0
Cited2,Ccdc80,0,0
Cited2,Clstn2,0,0
Cited2,Cdh17,0,0
Cited2,2610028E06Rik,0,0
Cited2,Cacna1a,0,0
Cited2,Rnd2,0,0
Cited2,Ccdc64,0,0
Nfatc2,Mex3b,0,0
Nfatc2,Shank2,0,0
Nfatc2,Hoxc5,0,0
Nfatc2,Ipo7,0,0
Nfatc2,Pde4dip,0,0
Nfatc2,Hoxd11,0,0
Nfatc2,Ctcf,0,0
Nfatc2,Pigv,0,0
Nfatc2,Rfx3,0,0
Nfatc2,Tmem43,0,0
Nfatc2,Hoxa4,0,0
Nfatc2,Svep1,0,0
Nfatc2,Lypd4,0,0
Nfatc2,Sostdc1,0,0
Nfatc2,Cacna1d,0,0
Nfatc2,Bcl2l2,0,0
Nfatc2,Nr4a2,0,0
Nfatc2,Krt19,0,0
Nfatc2,Ivns1abp,0,0
Nfatc2,Ube2g1,0,0
Nfatc2,Mafg,0,0
Nfatc2,Podn,0,0
Nfatc2,Mme,0,0
Nfatc2,Pim1,0,0
Nfatc2,Itpr1,0,0
Nfatc2,Crlf1,0,0
Nfatc2,Eif2s2,0,0
Nfatc2,Fam46a,0,0
Nfatc2,Rap1gds1,0,0
Nfatc2,Strn,0,0
Nfatc2,Ildr2,0,0
Nfatc2,Fgf9,0,0
Nfatc2,Cadm2,0,0
Nfatc2,Rcor1,0,0
Nfatc2,Ltbp4,0,0
Nfatc2,Rhobtb1,0,0
Nfatc2,Polr3e,0,0
Nfatc2,Slc23a3,0,0
Nfatc2,Purb,0,0
Nfatc2,Tnfrsf11a,0,0
Nfatc2,Pappa,0,0
Nfatc2,Zfp292,0,0
Nfatc2,Frmd4a,0,0
Nfatc2,Mtus1,0,0
Nfatc2,Pirt,0,0
Nfatc2,Sox2,0,0
Wwtr1,Asxl3,0,0
Wwtr1,Aplp1,0,0
Wwtr1,Ttc28,0,0
Wwtr1,Ptprk,0,0
Wwtr1,Mgat4c,0,0
Wwtr1,Stk4,0,0
Wwtr1,Kdm2b,0,0
Wwtr1,Wnt2,0,0
Wwtr1,Hormad2,0,0
Wwtr1,Tnnt2,0,0
Wwtr1,Srrm1,0,0
Wwtr1,Midn,0,0
Wwtr1,Fam78b,0,0
Wwtr1,Mitf,0,0
Wwtr1,Zfp536,0,0
Wwtr1,Csf3r,0,0
Wwtr1,Rnf26,0,0
Wwtr1,Dbndd2,0,0
Wwtr1,Shmt1,0,0
Wwtr1,Epha2,0,0
Wwtr1,Gna14,0,0
Wwtr1,Tagln2,0,0
Wwtr1,Cabp1,0,0
Wwtr1,Ly6h,0,0
Wwtr1,Ptprb,0,0
Wwtr1,Pnck,0,0
Wwtr1,Fkbp10,0,0
Wwtr1,Fbn1,0,0
Wwtr1,Trh,0,0
Wwtr1,Tac2,0,0
Wwtr1,Camk2n1,0,0
Wwtr1,Purb,0,0
Wwtr1,Tgfb1,0,0
Wwtr1,Prkrir,0,0
Wwtr1,Nfatc1,0,0
Wwtr1,Spata6,0,0
Wwtr1,9530059O14Rik,0,0
Wwtr1,Rfx4,0,0
