Gene1,Gene2,label
MAZ,METAP1D,1.0
MAZ,ECD,1.0
MAZ,TMEM131,1.0
MAZ,DZANK1,1.0
MAZ,BCL2L2,1.0
MAZ,THAP1,0.0
MAZ,ORMDL1,1.0
MAZ,MIA3,1.0
MAZ,ZNF76,1.0
MAZ,ADPRHL2,0.0
MAZ,NDUFAF1,1.0
MAZ,BOD1L1,1.0
MAZ,VCP,1.0
MAZ,VARS2,1.0
MAZ,PPP1R11,1.0
MAZ,COPS8,1.0
MAZ,CDC25C,1.0
MAZ,HIST1H1C,1.0
MAZ,ANKZF1,0.0
MAZ,KAT6A,1.0
MAZ,POLG2,1.0
MAZ,RANBP2,0.0
MAZ,RETSAT,1.0
MAZ,GANAB,1.0
MAZ,PDIA6,1.0
MAZ,ATF7IP2,1.0
MAZ,F7,1.0
MAZ,SLX1B,1.0
MAZ,MTR,1.0
MAZ,RNF149,0.0
MAZ,PSMC4,0.0
MAZ,HM13,1.0
MAZ,CMTR2,0.0
MAZ,RRP1,1.0
MAZ,DNMT3A,1.0
MAZ,DUSP11,1.0
MAZ,WWOX,1.0
MAZ,PPM1D,1.0
MAZ,RRAGA,1.0
MAZ,NSFL1C,1.0
MAZ,USP36,1.0
MAZ,KNTC1,1.0
MAZ,ATF2,1.0
MAZ,TFG,1.0
MAZ,TTC4,1.0
MAZ,ZNF335,1.0
MAZ,AGPAT1,1.0
MAZ,MRPL40,1.0
MAZ,TMC7,1.0
MAZ,PHKG2,1.0
MAZ,INTS10,1.0
MAZ,PIGU,1.0
MAZ,EXD2,1.0
MAZ,PARP2,1.0
MAZ,KIAA0895,1.0
MAZ,MRPL39,1.0
MAZ,SLC35F5,1.0
MAZ,KRR1,0.0
MAZ,LIN54,1.0
MAZ,PRR3,1.0
MAZ,LRPPRC,1.0
MAZ,SREBF1,0.0
MAZ,RAD54L,1.0
MAZ,MAFF,0.0
MAZ,NR2C1,1.0
MAZ,SUGT1,1.0
MAZ,MANBAL,1.0
MAZ,RCOR1,0.0
MAZ,RBL1,1.0
MAZ,C18orf21,1.0
MAZ,PI4KA,1.0
MAZ,SRRT,1.0
MAZ,RFX5,0.0
MAZ,RBM8A,0.0
MAZ,AHI1,1.0
MAZ,IFRD1,1.0
MAZ,CBWD5,1.0
MAZ,CEP350,0.0
MAZ,SNRPB,1.0
MAZ,ELOVL2,1.0
MAZ,CGGBP1,1.0
MAZ,DYNC1I2,0.0
MAZ,PREPL,1.0
MAZ,DARS,1.0
MAZ,SMARCB1,0.0
MAZ,ATRN,1.0
MAZ,AJUBA,1.0
MAZ,AP4E1,1.0
MAZ,DNAJC11,1.0
MAZ,CSTF1,1.0
MAZ,LIPT1,1.0
MAZ,BCLAF1,1.0
MAZ,GOLGA1,1.0
MAZ,TMEM19,1.0
MAZ,TMEM14B,1.0
MAZ,ZSWIM1,0.0
MAZ,NR1H3,1.0
MAZ,GTF2H2C,1.0
MAZ,GTF2A1,1.0
MAZ,PES1,1.0
MAZ,LAPTM4A,1.0
MAZ,SLC4A1AP,0.0
MAZ,YTHDF2,1.0
MAZ,GRN,1.0
MAZ,NOP58,1.0
MAZ,MRPL30,1.0
MAZ,ARID1B,0.0
MAZ,PSMB5,0.0
MAZ,NDUFC2,1.0
MAZ,OPA1,1.0
MAZ,EXD3,1.0
MAZ,ZNF451,1.0
MAZ,MARCH8,1.0
MAZ,FOSL2,1.0
MAZ,MYBL2,0.0
MAZ,TEFM,1.0
MAZ,VPS4B,1.0
MAZ,BUB1B,1.0
MAZ,PMS1,1.0
MAZ,RRP9,1.0
MAZ,MTCH1,1.0
MAZ,ELF1,0.0
MAZ,SMC1A,0.0
MAZ,HMGB1,1.0
MAZ,MED20,1.0
MAZ,ACSL3,1.0
MAZ,CDC14B,1.0
MAZ,TBX3,1.0
MAZ,ALG10,1.0
MAZ,JUND,0.0
MAZ,DIS3L2,1.0
MAZ,DNAJB12,1.0
MAZ,EIF5B,1.0
MAZ,KANSL1,1.0
MAZ,MMAA,1.0
MAZ,GGA2,1.0
MAZ,EMC9,1.0
MAZ,ARL6IP1,1.0
MAZ,CBLL1,1.0
MAZ,C20orf27,1.0
MAZ,ENOPH1,1.0
MAZ,PHOSPHO2,0.0
MAZ,MTMR9,1.0
MAZ,ZNF44,1.0
MAZ,UBR2,1.0
MAZ,FAM177A1,1.0
MAZ,PMS2,1.0
MAZ,CCDC86,1.0
MAZ,IGHMBP2,1.0
MAZ,CCAR2,1.0
MAZ,NIP7,1.0
MAZ,NPM1,1.0
MAZ,PDE4DIP,1.0
MAZ,USF2,0.0
MAZ,MRPL2,0.0
MAZ,CLP1,1.0
MAZ,ALG3,1.0
MAZ,ABCC6,1.0
MAZ,KPNB1,1.0
MAZ,PCGF5,1.0
MAZ,ATG16L1,1.0
MAZ,TMEM18,1.0
MAZ,ZBTB37,1.0
MAZ,NFKBIA,1.0
MAZ,PRPF6,1.0
MAZ,RAD54L2,1.0
MAZ,HSF1,0.0
MAZ,PANK2,1.0
MAZ,DPP8,1.0
MAZ,MARCH7,1.0
MAZ,RMND1,1.0
MAZ,NSMCE2,1.0
MAZ,ILF3,1.0
MAZ,GDI2,1.0
MAZ,ABCF1,1.0
MAZ,TARS2,1.0
MAZ,FUCA2,1.0
MAZ,MBD4,0.0
MAZ,UGP2,1.0
MAZ,JUN,0.0
MAZ,RHBDD1,1.0
MAZ,TOP1,1.0
MAZ,DCTN1,1.0
MAZ,RBM17,1.0
MAZ,GATB,1.0
MAZ,CHMP4A,1.0
MAZ,MFSD11,1.0
MAZ,CREB1,0.0
MAZ,NEURL2,1.0
MAZ,IMP4,1.0
MAZ,SESN1,1.0
MAZ,LONP2,1.0
MAZ,CCDC90B,1.0
MAZ,NME1,1.0
MAZ,MOGAT3,1.0
MAZ,PPP2R3C,1.0
MAZ,NOL9,1.0
MAZ,CNPY2,1.0
MAZ,CFB,1.0
MAZ,NUF2,1.0
MAZ,RTEL1,1.0
MAZ,KRTCAP2,0.0
MAZ,CYB5R4,1.0
MAZ,TRAPPC2L,1.0
MAZ,ISOC2,1.0
MAZ,TMA16,1.0
MAZ,DHRS1,1.0
MAZ,PPP1CB,1.0
MAZ,NCBP2,1.0
MAZ,RAB1A,1.0
MAZ,SCOC,0.0
MAZ,RCAN1,1.0
MAZ,AGFG2,0.0
MAZ,EHBP1,0.0
MAZ,SF3B6,1.0
MAZ,ARID2,0.0
MAZ,HIST1H4K,1.0
MAZ,AURKAIP1,1.0
MAZ,SMG8,1.0
MAZ,NFIA,1.0
MAZ,ANKEF1,1.0
MAZ,RTN4,1.0
MAZ,ACYP2,1.0
MAZ,KPNA2,1.0
MAZ,PCM1,1.0
MAZ,BAZ2A,1.0
MAZ,SEC23A,1.0
MAZ,TMCO6,1.0
MAZ,WDR75,1.0
MAZ,BNIP1,1.0
MAZ,ZNF770,1.0
MAZ,CHCHD5,0.0
MAZ,SCFD1,1.0
MAZ,NOP14,0.0
MAZ,KAT7,1.0
MAZ,RRP15,1.0
MAZ,PTRHD1,1.0
MAZ,NAA38,1.0
MAZ,MRPS7,1.0
MAZ,GORASP2,1.0
MAZ,KIAA1143,0.0
MAZ,F2,1.0
MAZ,HSPE1,1.0
MAZ,DHX35,1.0
MAZ,CLK1,1.0
MAZ,TBC1D17,1.0
MAZ,USP39,1.0
MAZ,FRA10AC1,1.0
MAZ,CCNT1,1.0
MAZ,STK4,1.0
MAZ,PRDX1,1.0
MAZ,EIF3C,1.0
MAZ,PC,1.0
MAZ,DDX41,0.0
MAZ,KIF22,1.0
MAZ,ACVR1,1.0
MAZ,TSEN15,1.0
MAZ,ZNF268,1.0
MAZ,PPP6R1,1.0
MAZ,EIF4A3,1.0
MAZ,SLC11A2,1.0
MAZ,SMIM12,1.0
MAZ,HSPD1,1.0
MAZ,DNAJB4,1.0
MAZ,FAM156A,1.0
MAZ,MAPK1IP1L,1.0
MAZ,AHCYL2,1.0
MAZ,VPS51,1.0
MAZ,MRPL1,1.0
MAZ,CCDC107,1.0
MAZ,ADI1,1.0
MAZ,ATG5,1.0
MAZ,RMDN2,1.0
MAZ,WDR43,1.0
MAZ,ATF7,1.0
MAZ,RBM15,1.0
MAZ,FAM133B,1.0
MAZ,SRF,1.0
MAZ,JMJD4,1.0
MAZ,MST1,1.0
MAZ,NCL,1.0
MAZ,CDK10,1.0
MAZ,MAGOHB,1.0
MAZ,ADAR,1.0
MAZ,NR1H2,1.0
MAZ,RSRC2,1.0
MAZ,ZSCAN9,1.0
MAZ,COX16,1.0
MAZ,TOMM20,0.0
MAZ,TNFRSF19,1.0
MAZ,ZSCAN25,1.0
MAZ,CALM2,1.0
MAZ,MYC,0.0
MAZ,TMEM208,1.0
MAZ,MRPS23,1.0
MAZ,ZBTB20,1.0
MAZ,SPNS1,1.0
MAZ,PDPR,1.0
MAZ,SBDS,0.0
MAZ,NGLY1,1.0
MAZ,HIST1H1E,1.0
MAZ,BCAR3,0.0
MAZ,USP42,1.0
MAZ,UBR4,1.0
MAZ,NUP214,1.0
MAZ,CAMK2D,1.0
MAZ,NDUFS3,1.0
MAZ,CHD2,0.0
MAZ,ERCC5,1.0
MAZ,NUP153,1.0
MAZ,ZNF799,0.0
MAZ,SNRPB2,1.0
MAZ,TOR1AIP1,1.0
MAZ,SLC20A2,1.0
MAZ,PHF20,1.0
MAZ,ITGB1BP1,1.0
MAZ,PNO1,1.0
MAZ,STAU1,1.0
MAZ,COASY,1.0
MAZ,USPL1,1.0
MAZ,AMD1,1.0
MAZ,PLEKHM3,1.0
MAZ,PLEKHJ1,1.0
MAZ,GID8,1.0
MAZ,TM9SF4,1.0
MAZ,CCDC59,1.0
MAZ,DCAF10,1.0
MAZ,ENC1,1.0
MAZ,HIBADH,1.0
MAZ,SKIV2L,1.0
MAZ,EIF2D,1.0
MAZ,MED1,0.0
MAZ,ETFB,1.0
MAZ,THAP4,1.0
MAZ,JMJD6,1.0
MAZ,EPAS1,0.0
MAZ,COIL,1.0
MAZ,SLC33A1,1.0
MAZ,MAD2L1BP,1.0
MAZ,NUDCD3,1.0
MAZ,RBM42,1.0
MAZ,HIST1H2BG,1.0
MAZ,EEF2K,1.0
MAZ,PCK1,1.0
MAZ,MRPS31,1.0
MAZ,TTC21B,1.0
MAZ,NR3C1,0.0
MAZ,NR2F2,0.0
MAZ,TBL3,1.0
MAZ,COMMD2,1.0
MAZ,TVP23B,1.0
MAZ,C16orf72,1.0
MAZ,GPN3,1.0
MAZ,TMEM242,1.0
MAZ,ZNF184,1.0
MAZ,ATG3,1.0
MAZ,ZNF219,1.0
MAZ,SLX1A,1.0
MAZ,ZSCAN12,1.0
MAZ,SPRYD4,1.0
MAZ,ENTPD6,1.0
MAZ,B9D1,0.0
MAZ,EEF1A1,1.0
MAZ,ACP2,1.0
MAZ,RALGAPA1,1.0
MAZ,FAM207A,1.0
MAZ,PRMT1,1.0
MAZ,HNRNPC,1.0
MAZ,TCEA2,1.0
MAZ,HIST1H4E,1.0
MAZ,KIFC3,1.0
MAZ,PHF5A,1.0
MAZ,EMG1,1.0
MAZ,NMT1,1.0
MAZ,ATIC,1.0
MAZ,MRPS14,1.0
MAZ,MPHOSPH6,1.0
MAZ,PTPN4,1.0
MAZ,RBBP4,1.0
MAZ,LUC7L3,1.0
MAZ,GTF3C2,1.0
MAZ,SCAND1,1.0
MAZ,UBE2D3,1.0
MAZ,SREK1,0.0
MAZ,POLR2H,1.0
MAZ,PTPN1,1.0
MAZ,NAA50,1.0
MAZ,MDC1,0.0
MAZ,PHF3,1.0
MAZ,SPIDR,1.0
MAZ,MTHFD1L,1.0
MAZ,CTNNBL1,1.0
MAZ,CIAPIN1,1.0
MAZ,NDUFA6,1.0
MAZ,NOLC1,1.0
MAZ,BUD31,1.0
MAZ,APOA2,1.0
MAZ,HSP90AB1,1.0
MAZ,ZNF343,0.0
MAZ,KDM3A,1.0
MAZ,MXD1,1.0
MAZ,PIM1,1.0
MAZ,NOP16,1.0
MAZ,IFT52,1.0
MAZ,KCTD5,1.0
MAZ,RNF146,1.0
MAZ,TTLL4,1.0
MAZ,LYSMD1,0.0
MAZ,NANP,1.0
MAZ,TMEM192,1.0
MAZ,TDP2,1.0
MAZ,RANBP10,1.0
MAZ,EAPP,1.0
MAZ,TIMM22,1.0
MAZ,POP7,1.0
MAZ,RTTN,1.0
MAZ,ERLIN2,1.0
MAZ,TGFBR2,1.0
MAZ,ING5,1.0
MAZ,TRIM37,1.0
MAZ,HIST2H4B,1.0
MAZ,BBS1,1.0
MAZ,MAN2C1,1.0
MAZ,CEP95,1.0
MAZ,SMARCA4,0.0
MAZ,WBP2,1.0
MAZ,ZNF143,1.0
MAZ,CRADD,0.0
MAZ,DHRS4,1.0
MAZ,KDM8,1.0
MAZ,TBRG4,1.0
MAZ,EIF2B1,1.0
MAZ,FASTKD1,1.0
MAZ,EIF1AD,1.0
MAZ,TTC6,1.0
MAZ,THADA,1.0
MAZ,SH2B1,1.0
PPARGC1A,IFT172,0.0
PPARGC1A,HIST2H4A,0.0
PPARGC1A,THUMPD1,0.0
PPARGC1A,CACYBP,0.0
PPARGC1A,AHCY,0.0
PPARGC1A,METTL8,0.0
PPARGC1A,RXRA,0.0
PPARGC1A,DENR,0.0
PPARGC1A,TRAPPC3,0.0
PPARGC1A,QPRT,0.0
PPARGC1A,ALDOA,0.0
PPARGC1A,BPTF,0.0
PPARGC1A,WDR92,0.0
PPARGC1A,HELQ,0.0
PPARGC1A,RBBP6,0.0
PPARGC1A,GPSM3,0.0
PPARGC1A,NBR1,0.0
PPARGC1A,MTG1,0.0
PPARGC1A,GNAL,0.0
PPARGC1A,BLOC1S5,0.0
PPARGC1A,EFTUD2,0.0
PPARGC1A,DHRS4L2,0.0
PPARGC1A,PNN,0.0
PPARGC1A,NARF,0.0
PPARGC1A,YARS,0.0
PPARGC1A,GCC2,0.0
PPARGC1A,TERF2,0.0
PPARGC1A,ETFDH,0.0
PPARGC1A,CCDC115,0.0
PPARGC1A,TXNL1,0.0
PPARGC1A,AP3M2,0.0
PPARGC1A,WDR11,0.0
PPARGC1A,SLC25A36,0.0
PPARGC1A,HIST1H4H,0.0
PPARGC1A,SLC35A5,0.0
PPARGC1A,ZNF276,0.0
PPARGC1A,MAZ,0.0
PPARGC1A,XRN2,0.0
PPARGC1A,HMGCR,0.0
PPARGC1A,CHN2,0.0
PPARGC1A,HBS1L,0.0
PPARGC1A,DHODH,0.0
PPARGC1A,ADAT2,0.0
PPARGC1A,PPIL3,0.0
PPARGC1A,MRPL21,0.0
PPARGC1A,RBBP5,0.0
PPARGC1A,OSGEP,0.0
PPARGC1A,FAM168B,0.0
PPARGC1A,NOMO1,0.0
PPARGC1A,SEPT9,0.0
PPARGC1A,CASC3,0.0
PPARGC1A,TEN1,0.0
PPARGC1A,USO1,0.0
PPARGC1A,TNFRSF10D,0.0
PPARGC1A,COMMD9,0.0
PPARGC1A,TTC3,0.0
PPARGC1A,ZKSCAN2,0.0
PPARGC1A,RAD23A,0.0
PPARGC1A,GPCPD1,0.0
PPARGC1A,RBPJ,0.0
PPARGC1A,TPRKB,0.0
PPARGC1A,OSGEPL1,0.0
PPARGC1A,ORC4,0.0
PPARGC1A,FER,0.0
PPARGC1A,ZER1,0.0
PPARGC1A,LAMTOR5,0.0
PPARGC1A,PRKCSH,0.0
PPARGC1A,RNF19A,0.0
PPARGC1A,GNE,0.0
PPARGC1A,ZNF490,0.0
PPARGC1A,PDS5A,0.0
PPARGC1A,RUVBL2,0.0
PPARGC1A,GDF15,0.0
PPARGC1A,PSMD6,0.0
PPARGC1A,CCDC58,0.0
PPARGC1A,DNAJC27,0.0
PPARGC1A,ANXA4,0.0
PPARGC1A,TFB1M,0.0
PPARGC1A,FBXO31,0.0
PPARGC1A,C1GALT1,0.0
PPARGC1A,NDUFB6,0.0
PPARGC1A,VPS4A,0.0
PPARGC1A,LYRM1,0.0
PPARGC1A,FAM126B,0.0
PPARGC1A,CUTC,0.0
PPARGC1A,ZNF148,0.0
PPARGC1A,TTC14,0.0
PPARGC1A,SIN3A,0.0
PPARGC1A,SPAST,0.0
PPARGC1A,CDIPT,0.0
PPARGC1A,KDM1A,0.0
PPARGC1A,INTS5,0.0
PPARGC1A,DIAPH1,0.0
PPARGC1A,AP1G1,0.0
PPARGC1A,MYLIP,0.0
PPARGC1A,EPC1,0.0
PPARGC1A,CXXC1,0.0
PPARGC1A,ANP32E,0.0
PPARGC1A,CCT8,0.0
PPARGC1A,KIF15,0.0
PPARGC1A,PCNA,0.0
PPARGC1A,CENPU,0.0
PPARGC1A,MNAT1,0.0
PPARGC1A,MBD5,0.0
PPARGC1A,TPX2,0.0
PPARGC1A,CFAP20,0.0
PPARGC1A,POLR2J3,0.0
PPARGC1A,NCOA3,0.0
PPARGC1A,GPATCH3,0.0
PPARGC1A,DUS2,0.0
PPARGC1A,MIPOL1,0.0
PPARGC1A,SUPT3H,0.0
PPARGC1A,P4HB,0.0
PPARGC1A,ARL4A,0.0
PPARGC1A,GCLC,0.0
PPARGC1A,TRPC4AP,0.0
PPARGC1A,TSGA10,0.0
PPARGC1A,ACO2,0.0
PPARGC1A,SULT1A3,0.0
PPARGC1A,ZKSCAN4,0.0
PPARGC1A,TWISTNB,0.0
PPARGC1A,VTN,0.0
PPARGC1A,FAM117B,0.0
PPARGC1A,EDC4,0.0
PPARGC1A,SEPT7,0.0
PPARGC1A,COQ9,0.0
PPARGC1A,HNRNPA3,0.0
PPARGC1A,THNSL1,0.0
PPARGC1A,NET1,0.0
PPARGC1A,TRMT6,0.0
PPARGC1A,REST,0.0
PPARGC1A,GOT2,0.0
PPARGC1A,MBIP,0.0
PPARGC1A,INTS12,0.0
PPARGC1A,PFDN4,0.0
PPARGC1A,JMJD1C,0.0
PPARGC1A,CRK,0.0
PPARGC1A,BZW1,0.0
PPARGC1A,TM9SF1,0.0
PPARGC1A,DPH3,0.0
PPARGC1A,FAM136A,0.0
PPARGC1A,ATP6V0D1,0.0
PPARGC1A,NOSIP,0.0
PPARGC1A,COBLL1,0.0
PPARGC1A,EEFSEC,0.0
PPARGC1A,GLOD4,0.0
PPARGC1A,ACOT8,0.0
PPARGC1A,DRG2,0.0
PPARGC1A,SRRM1,0.0
PPARGC1A,OXSR1,0.0
PPARGC1A,MRPL17,0.0
PPARGC1A,ZNF398,0.0
PPARGC1A,PPIG,0.0
PPARGC1A,DNAJC9,0.0
PPARGC1A,PARK7,0.0
PPARGC1A,OXA1L,0.0
PPARGC1A,CENPQ,0.0
PPARGC1A,GSPT1,0.0
PPARGC1A,MXI1,0.0
PPARGC1A,KATNA1,0.0
PPARGC1A,SMARCC1,0.0
PPARGC1A,MTMR4,0.0
PPARGC1A,U2AF2,0.0
PPARGC1A,PPIL4,0.0
PPARGC1A,RNF7,0.0
PPARGC1A,RBM39,0.0
PPARGC1A,FAM122A,0.0
PPARGC1A,LRRC40,0.0
PPARGC1A,DNPEP,0.0
PPARGC1A,RAD21,0.0
PPARGC1A,EIF3CL,0.0
PPARGC1A,ABLIM1,0.0
PPARGC1A,UTP3,0.0
PPARGC1A,PSMD14,0.0
PPARGC1A,GLO1,0.0
PPARGC1A,GTF2H3,0.0
PPARGC1A,P4HA1,0.0
PPARGC1A,SEC62,0.0
PPARGC1A,TMEM41B,0.0
PPARGC1A,CRIPT,0.0
PPARGC1A,ETFA,0.0
PPARGC1A,SLC30A6,0.0
PPARGC1A,SPG11,0.0
PPARGC1A,FAM210A,0.0
PPARGC1A,SRSF11,0.0
PPARGC1A,SRSF7,0.0
PPARGC1A,RAB11A,0.0
PPARGC1A,LATS2,0.0
PPARGC1A,C19orf53,0.0
PPARGC1A,ATF3,0.0
PPARGC1A,SEC22C,0.0
PPARGC1A,IFRD2,0.0
PPARGC1A,CDK12,0.0
PPARGC1A,STX18,0.0
PPARGC1A,CPPED1,0.0
PPARGC1A,MTRF1L,0.0
PPARGC1A,POLG,0.0
PPARGC1A,PDRG1,0.0
PPARGC1A,C1QBP,0.0
PPARGC1A,KAT5,0.0
PPARGC1A,TTC31,0.0
PPARGC1A,RALGAPA2,0.0
PPARGC1A,FAM208B,0.0
PPARGC1A,CDC5L,0.0
PPARGC1A,HEATR5A,0.0
PPARGC1A,TANK,0.0
PPARGC1A,CYB5D1,0.0
PPARGC1A,KIF20B,0.0
PPARGC1A,NOL7,0.0
PPARGC1A,NELFE,0.0
PPARGC1A,SCAF8,0.0
PPARGC1A,SCNM1,0.0
PPARGC1A,SLC25A4,0.0
PPARGC1A,MDP1,0.0
PPARGC1A,MIPEP,0.0
PPARGC1A,DUS1L,0.0
PPARGC1A,LOX,0.0
PPARGC1A,TAF11,0.0
PPARGC1A,CRLS1,0.0
PPARGC1A,GSTCD,0.0
PPARGC1A,SUMF1,0.0
PPARGC1A,LRRC37A3,0.0
PPARGC1A,CHD1L,0.0
PPARGC1A,C14orf119,0.0
PPARGC1A,C2orf76,0.0
PPARGC1A,RNF43,0.0
PPARGC1A,VKORC1,0.0
PPARGC1A,AAR2,0.0
PPARGC1A,MMAB,0.0
PPARGC1A,POLR2A,0.0
PPARGC1A,TBC1D22A,0.0
PPARGC1A,SEPT2,0.0
PPARGC1A,DCTPP1,0.0
PPARGC1A,ZC3H7A,0.0
PPARGC1A,LONP1,0.0
PPARGC1A,UBE2B,0.0
PPARGC1A,COQ10B,0.0
PPARGC1A,DDX18,0.0
PPARGC1A,CASP8,0.0
PPARGC1A,CHD8,0.0
PPARGC1A,DDX19B,0.0
PPARGC1A,AFMID,0.0
PPARGC1A,MEIS1,0.0
PPARGC1A,TMEM101,0.0
PPARGC1A,UQCRC2,0.0
PPARGC1A,GEMIN2,0.0
PPARGC1A,ZNF165,0.0
PPARGC1A,AP4B1,0.0
PPARGC1A,PNKD,0.0
PPARGC1A,ZNRD1,0.0
PPARGC1A,DGUOK,0.0
PPARGC1A,FCHO2,0.0
PPARGC1A,CBWD3,0.0
PPARGC1A,TMEM170A,0.0
PPARGC1A,YWHAG,0.0
PPARGC1A,DDX42,0.0
PPARGC1A,SRSF1,0.0
PPARGC1A,ZFP91,0.0
PPARGC1A,DTD2,0.0
PPARGC1A,SLC20A1,0.0
PPARGC1A,SNRNP200,0.0
PPARGC1A,MRPL33,0.0
PPARGC1A,C17orf75,0.0
PPARGC1A,MCM8,0.0
PPARGC1A,NDUFV1,0.0
PPARGC1A,ISOC1,0.0
PPARGC1A,AKT1S1,0.0
PPARGC1A,POLR3B,0.0
PPARGC1A,PRPF31,0.0
PPARGC1A,NAT10,0.0
PPARGC1A,PCID2,0.0
PPARGC1A,ZNF554,0.0
PPARGC1A,ROMO1,0.0
PPARGC1A,SMG1,0.0
PPARGC1A,RNASEH1,0.0
PPARGC1A,USP31,0.0
PPARGC1A,FAM53C,0.0
PPARGC1A,AHCYL1,0.0
PPARGC1A,WRAP53,0.0
PPARGC1A,DHX8,0.0
PPARGC1A,CCDC146,0.0
PPARGC1A,ZMPSTE24,0.0
PPARGC1A,APEX1,0.0
PPARGC1A,TNFAIP3,0.0
PPARGC1A,DBI,0.0
PPARGC1A,ZBTB33,0.0
PPARGC1A,ZNF391,0.0
PPARGC1A,SLC30A5,0.0
PPARGC1A,LSG1,0.0
PPARGC1A,RBKS,0.0
PPARGC1A,EIF4E2,0.0
PPARGC1A,IMP3,0.0
PPARGC1A,CEP120,0.0
PPARGC1A,CEBPZ,0.0
PPARGC1A,METTL9,0.0
PPARGC1A,KRT8,0.0
PPARGC1A,CTNNB1,0.0
PPARGC1A,ACIN1,0.0
PPARGC1A,SMG5,0.0
PPARGC1A,ENO1,0.0
PPARGC1A,MDM2,0.0
PPARGC1A,SNX27,0.0
PPARGC1A,EEF2,0.0
PPARGC1A,S100PBP,0.0
PPARGC1A,SPTSSA,0.0
PPARGC1A,NDUFB3,0.0
PPARGC1A,EIF3D,0.0
PPARGC1A,DLC1,0.0
PPARGC1A,POLI,0.0
PPARGC1A,BANF1,0.0
PPARGC1A,PDCL3,0.0
PPARGC1A,FAM216A,0.0
PPARGC1A,TRIB3,0.0
PPARGC1A,TOP3B,0.0
PPARGC1A,RAB7A,0.0
PPARGC1A,CTDP1,0.0
PPARGC1A,EIF2AK1,0.0
PPARGC1A,SATB1,0.0
PPARGC1A,KIAA0391,0.0
PPARGC1A,ACBD4,0.0
PPARGC1A,GMCL1,0.0
PPARGC1A,ATP7B,0.0
PPARGC1A,MDH1,0.0
PPARGC1A,MTIF2,0.0
PPARGC1A,SRFBP1,0.0
PPARGC1A,REXO4,0.0
PPARGC1A,SUPT16H,0.0
PPARGC1A,C11orf1,0.0
PPARGC1A,TXNDC9,0.0
PPARGC1A,SRSF2,0.0
PPARGC1A,HDLBP,0.0
PPARGC1A,KCTD18,0.0
PPARGC1A,TOB1,0.0
PPARGC1A,TCF12,0.0
PPARGC1A,TDRD7,0.0
PPARGC1A,MRPL55,0.0
PPARGC1A,TBP,0.0
PPARGC1A,SNAP47,0.0
PPARGC1A,RBM28,0.0
PPARGC1A,DSP,0.0
PPARGC1A,BTG1,0.0
PPARGC1A,NINL,0.0
PPARGC1A,ARSB,0.0
PPARGC1A,EFCAB7,0.0
PPARGC1A,RAB2B,0.0
PPARGC1A,BDP1,0.0
PPARGC1A,C11orf68,0.0
PPARGC1A,TMCO1,0.0
PPARGC1A,CPSF1,0.0
PPARGC1A,TOB2,0.0
PPARGC1A,STK40,0.0
PPARGC1A,ANKRD36B,0.0
PPARGC1A,NCOA5,0.0
PPARGC1A,HMGN4,0.0
PPARGC1A,BYSL,0.0
PPARGC1A,KIF3B,0.0
PPARGC1A,POLDIP2,0.0
PPARGC1A,NRF1,0.0
PPARGC1A,TBCCD1,0.0
PPARGC1A,TBC1D19,0.0
PPARGC1A,FASTKD5,0.0
PPARGC1A,ING3,0.0
PPARGC1A,KBTBD4,0.0
PPARGC1A,TOMM22,0.0
PPARGC1A,ABHD12,0.0
PPARGC1A,CCDC138,0.0
PPARGC1A,SDCBP2,0.0
PPARGC1A,RGPD2,1.0
PPARGC1A,ERLEC1,0.0
PPARGC1A,TP53I3,0.0
PPARGC1A,GSS,0.0
PPARGC1A,CEP57,0.0
PPARGC1A,WRNIP1,0.0
PPARGC1A,SYNRG,0.0
PPARGC1A,C3orf38,0.0
PPARGC1A,C2CD5,0.0
PPARGC1A,STAG1,0.0
PPARGC1A,GGH,0.0
PPARGC1A,CHD9,0.0
PPARGC1A,ETV4,0.0
PPARGC1A,METTL5,0.0
PPARGC1A,VPS37A,0.0
PPARGC1A,EIF1,0.0
PPARGC1A,FAM217B,0.0
PPARGC1A,CBFA2T2,0.0
PPARGC1A,RPTOR,0.0
PPARGC1A,SURF6,0.0
PPARGC1A,MRPL12,0.0
PPARGC1A,FAM120B,0.0
PPARGC1A,TIMM13,0.0
PPARGC1A,TINF2,0.0
PPARGC1A,NAGPA,0.0
PPARGC1A,PDE12,0.0
PPARGC1A,MTCH2,0.0
PPARGC1A,ITFG2,0.0
PPARGC1A,WWP2,0.0
PPARGC1A,CALM1,0.0
PPARGC1A,CDKL3,0.0
PPARGC1A,CNPPD1,0.0
PPARGC1A,DIDO1,0.0
PPARGC1A,ANKRD36,0.0
PPARGC1A,LTV1,0.0
PPARGC1A,ANKRD36C,0.0
PPARGC1A,VPS25,0.0
PPARGC1A,AKTIP,0.0
PPARGC1A,C6orf89,0.0
PPARGC1A,ERMARD,0.0
PPARGC1A,MCRS1,0.0
PPARGC1A,BOLA3,0.0
PPARGC1A,YIPF3,0.0
PPARGC1A,UBE4A,0.0
PPARGC1A,C16orf58,0.0
PPARGC1A,RANBP1,0.0
PPARGC1A,RMND5A,0.0
PPARGC1A,PIKFYVE,0.0
PPARGC1A,POLE4,0.0
PPARGC1A,TBC1D20,0.0
PPARGC1A,PLS1,0.0
